Name,Index,TaskGroup,TaskType,Good,FarmPoints,XPLevelSegments,Amounts,TID,Probability,IconFileName,IconExportName
String,int,String,String,String,int,String,String,String,int,String,String
Easy_CollectProduction_Cheese fondue,397,Easy,CollectProduction,Cheese fondue,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Grilled Onion,398,Easy,CollectProduction,Grilled Onion,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Meat fondue,399,Easy,CollectProduction,Meat fondue,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Corn Dog,400,Easy,CollectProduction,Corn Dog,50,15;35;75;102,1;1;1;1;1,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Bacon and Eggs,401,Easy,CollectProduction,Bacon and Eggs,50,15;35;75;102,1;1;1;1;1,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Lemon Cake,402,Easy,CollectProduction,Lemon Cake,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Bright Bouquet,403,Easy,CollectProduction,Bright Bouquet,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Pizza,404,Easy,CollectProduction,Pizza,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_SoySauce,405,Easy,CollectProduction,SoySauce,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Taco,406,Easy,CollectProduction,Taco,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_EggSandwich,407,Easy,CollectProduction,EggSandwich,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Stuffed Peppers,408,Easy,CollectProduction,Stuffed Peppers,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Rustic Bouquet,409,Easy,CollectProduction,Rustic Bouquet,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Quesadilla,410,Easy,CollectProduction,Quesadilla,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Mocha Milkshake,411,Easy,CollectProduction,Mocha Milkshake,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Rice omelet,412,Easy,CollectProduction,Rice omelet,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Feta Pie,413,Easy,CollectProduction,Feta Pie,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Passion Fruit Sauce,414,Easy,CollectProduction,Passion Fruit Sauce,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Stuffed Bellpeppers,415,Easy,CollectProduction,Stuffed Bellpeppers,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Hot Dog,416,Easy,CollectProduction,Hot Dog,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Bacon donut,417,Easy,CollectProduction,Bacon donut,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_SesameBrittle,418,Easy,CollectProduction,SesameBrittle,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Vanilla Milkshake,419,Easy,CollectProduction,Vanilla Milkshake,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Lasagna,420,Easy,CollectProduction,Lasagna,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Plain Yoghurt,421,Easy,CollectProduction,Plain Yoghurt,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Plain Cupcake,422,Easy,CollectProduction,Plain Cupcake,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Lemon Pie,423,Easy,CollectProduction,Lemon Pie,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Vanilla Ice Cream,424,Easy,CollectProduction,Vanilla Ice Cream,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Potato Bread,425,Easy,CollectProduction,Potato Bread,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_SesameIceCream,426,Easy,CollectProduction,SesameIceCream,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Goat Cheese Toast,427,Easy,CollectProduction,Goat Cheese Toast,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Affogato,428,Easy,CollectProduction,Affogato,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Hummus Wrap,429,Easy,CollectProduction,Hummus Wrap,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Beetroot salad,430,Easy,CollectProduction,Beetroot salad,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Nachos,431,Easy,CollectProduction,Nachos,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Honey Popcorn,432,Easy,CollectProduction,Honey Popcorn,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Toffee,433,Easy,CollectProduction,Toffee,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Broccoli Mac,434,Easy,CollectProduction,Broccoli Mac,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Gingerbread Cookie,435,Easy,CollectProduction,Gingerbread Cookie,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Soothing Pad,436,Easy,CollectProduction,Soothing Pad,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Carrot Cake,437,Easy,CollectProduction,Carrot Cake,50,15;35;75;102,1;1;1;2;2,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Beeswax,438,Easy,CollectProduction,Beeswax,50,15;35;75;102,1;1;1;1;1,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cotton Fabrics,439,Easy,CollectProduction,Cotton Fabrics,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cotton Shirt,440,Easy,CollectProduction,Cotton Shirt,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Mint essential oil,441,Easy,CollectProduction,Mint essential oil,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Eggplant Parmesan,442,Easy,CollectProduction,Eggplant Parmesan,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Plain Waffles,443,Easy,CollectProduction,Plain Waffles,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Syrup,444,Easy,CollectProduction,Syrup,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Coleslaw,445,Easy,CollectProduction,Coleslaw,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cheese,446,Easy,CollectProduction,Cheese,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Honey Toast,447,Easy,CollectProduction,Honey Toast,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Ginger essential oil,448,Easy,CollectProduction,Ginger essential oil,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Mushroom Pot Pie,449,Easy,CollectProduction,Mushroom Pot Pie,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Zesty Perfume,450,Easy,CollectProduction,Zesty Perfume,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Butter Popcorn,451,Easy,CollectProduction,Butter Popcorn,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Honey,452,Easy,CollectProduction,Honey,50,15;35;75;102,1;1;1;1;1,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Chamomile Tea,453,Easy,CollectProduction,Chamomile Tea,50,15;35;75;102,1;1;1;1;1,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Gracious bouquet,454,Easy,CollectProduction,Gracious bouquet,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,0,,
Easy_CollectProduction_Calming Diffuser,455,Easy,CollectProduction,Calming Diffuser,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Fried rice,456,Easy,CollectProduction,Fried rice,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Passion Fruit Pie,457,Easy,CollectProduction,Passion Fruit Pie,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cookie,458,Easy,CollectProduction,Cookie,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Passion Fruit Juice,459,Easy,CollectProduction,Passion Fruit Juice,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cucumber Smoothie,460,Easy,CollectProduction,Cucumber Smoothie,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Carrot Pie,461,Easy,CollectProduction,Carrot Pie,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Butter,462,Easy,CollectProduction,Butter,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Mayonaise,463,Easy,CollectProduction,Mayonaise,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Grilled Eggplant,464,Easy,CollectProduction,Grilled Eggplant,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Pineapple Juice,465,Easy,CollectProduction,Pineapple Juice,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cream,466,Easy,CollectProduction,Cream,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Plain donut,467,Easy,CollectProduction,Plain donut,50,15;35;75;102,2;2;2;3;3,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_White Sugar,468,Easy,CollectProduction,White Sugar,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Fresh Diffuser,469,Easy,CollectProduction,Fresh Diffuser,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cucumber Sandwich,470,Easy,CollectProduction,Cucumber Sandwich,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Pancakes,471,Easy,CollectProduction,Pancakes,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Garlic bread,472,Easy,CollectProduction,Garlic bread,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Cream donut,473,Easy,CollectProduction,Cream donut,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Rice Noodles,474,Easy,CollectProduction,Rice Noodles,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Corn Bread,475,Easy,CollectProduction,Corn Bread,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Brown_Sugar,476,Easy,CollectProduction,Brown_Sugar,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Carrot Juice,477,Easy,CollectProduction,Carrot Juice,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Popcorn,478,Easy,CollectProduction,Popcorn,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Raw Pasta,479,Easy,CollectProduction,Raw Pasta,50,15;35;75;102,2;2;3;3;4,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Chamomile essential oil,480,Easy,CollectProduction,Chamomile essential oil,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Easy_CollectProduction_Bread,481,Easy,CollectProduction,Bread,50,15;35;75;102,3;3;4;4;5,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_CollectProduction_Goat Milk,482,Medium,CollectProduction,Goat Milk,100,15;35;75;102,6;6;12;12;24,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_CollectProduction_Wool,483,Medium,CollectProduction,Wool,100,15;35;75;102,6;6;15;15;30,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_CollectProduction_Bacon,484,Medium,CollectProduction,Bacon,100,15;35;75;102,9;15;30;45;45,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_CollectProduction_Milk,485,Medium,CollectProduction,Milk,100,15;35;75;102,9;15;30;45;45,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_CollectProduction_Egg,486,Medium,CollectProduction,Egg,100,15;35;75;102,9;18;27;36;54,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,1,,
Medium_FeedAnimal_Chicken,487,Medium,FeedAnimal,Chicken,100,15;35;75;102,9;18;27;36;54,TID_FARM_PASS_TASK_FEED_CHICKENS,1,,
Medium_FeedAnimal_Cow,488,Medium,FeedAnimal,Cow,100,15;35;75;102,9;15;30;45;45,TID_FARM_PASS_TASK_FEED_COWS,1,,
Medium_FeedAnimal_Sheep,489,Medium,FeedAnimal,Sheep,100,15;35;75;102,6;6;15;15;45,TID_FARM_PASS_TASK_FEED_SHEEP,1,,
Medium_FeedAnimal_Pig,490,Medium,FeedAnimal,Pig,100,15;35;75;102,9;15;30;45;45,TID_FARM_PASS_TASK_FEED_PIGS,1,,
Medium_FeedAnimal_Goat,491,Medium,FeedAnimal,Goat,100,15;35;75;102,6;6;12;12;45,TID_FARM_PASS_TASK_FEED_GOATS,1,,
Medium_CollectFruit_Coconut,492,Medium,CollectFruit,Coconut,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Blueberry,493,Medium,CollectFruit,Blueberry,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Cacao,494,Medium,CollectFruit,Cacao,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Guava,495,Medium,CollectFruit,Guava,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Blackberry,496,Medium,CollectFruit,Blackberry,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Mango,497,Medium,CollectFruit,Mango,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Orange,498,Medium,CollectFruit,Orange,100,15;35;75;102,6;6;6;6;12,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Lemon,499,Medium,CollectFruit,Lemon,100,15;35;75;102,6;12;12;12;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Peach,500,Medium,CollectFruit,Peach,100,15;35;75;102,6;12;12;12;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Cherry,501,Medium,CollectFruit,Cherry,100,15;35;75;102,6;12;12;12;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Banana,502,Medium,CollectFruit,Banana,100,15;35;75;102,6;12;12;12;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Pomegranate,503,Medium,CollectFruit,Pomegranate,100,15;35;75;102,6;12;12;12;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Coffee,504,Medium,CollectFruit,Coffee,100,15;35;75;102,6;12;18;18;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Plum,505,Medium,CollectFruit,Plum,100,15;35;75;102,6;12;18;18;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Olive,506,Medium,CollectFruit,Olive,100,15;35;75;102,6;12;18;18;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Raspberry,507,Medium,CollectFruit,Raspberry,100,15;35;75;102,6;12;18;18;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_CollectFruit_Apple,508,Medium,CollectFruit,Apple,100,15;35;75;102,6;12;18;18;18,TID_TASK_COLLECT_FRUIT,1,,
Medium_UseNet_Fish Meat,509,Medium,UseNet,Fish Meat,100,15;35;75;102,3;9;9;18;18,TID_FARM_PASS_TASK_CATCH_NET,1,,
Medium_CastNet_DuckTrap,510,Medium,CastNet,DuckTrap,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_CAST_DUCK,1,,
Medium_CastNet_LobsterBox,511,Medium,CastNet,LobsterBox,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_CAST_LOBSTER,1,,
Medium_CastNet_FishingNet,512,Medium,CastNet,FishingNet,100,15;35;75;102,3;3;6;9;15,TID_TASK_CAST_NET,1,,
Medium_CastNet_MysteryNet,513,Medium,CastNet,MysteryNet,100,15;35;75;102,3;3;3;3;3,TID_TASK_CAST_MYSTERY_NET,0,,
Medium_UseLure_BaitGreen,514,Medium,UseLure,BaitGreen,100,15;35;75;102,3;3;3;6;6,TID_TASK_USELURE,1,,
Medium_UseLure_BaitBlue,515,Medium,UseLure,BaitBlue,100,15;35;75;102,3;3;3;6;6,TID_TASK_USELURE,1,,
Medium_UseLure_BaitPurple,516,Medium,UseLure,BaitPurple,100,15;35;75;102,3;3;3;3;3,TID_TASK_USELURE,0,,
Medium_UseLure_BaitGold,517,Medium,UseLure,BaitGold,100,15;35;75;102,3;3;3;3;3,TID_TASK_USELURE,0,,
Medium_ActivateBooster,518,Medium,ActivateBooster,,100,15;35;75;102,3;3;3;6;6,TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,1,sc/icons.sc,booster_menu_icon
Medium_PutStuffToRss,519,Medium,PutStuffToRss,,100,15;35;75;102,3;15;30;45;60,TID_FARM_PASS_TASK_SELL_RSS,1,sc/icons.sc,task_icon_roadside_shop
Medium_CompletePeopleOrder,520,Medium,CompletePeopleOrder,,100,15;35;75;102,3;3;6;9;12,TID_FARM_PASS_TASK_SELL_FARM_VISITORS,1,sc/icons.sc,task_icon_complete_visitor_order
Medium_GiveHelp,521,Medium,GiveHelp,,100,15;35;75;102,3;3;9;15;30,TID_FARM_PASS_TASK_HELP_OTHERS,1,sc/icons.sc,tool_request_help
Medium_WheelOfFortune,522,Medium,WheelOfFortune,,100,15;35;75;102,3;3;3;3;3,TID_FARM_PASS_TASK_SPIN_WHEEL,1,sc/icons.sc,task_icon_free_wof_spin
Medium_FinishDerbyTask,523,Medium,FinishDerbyTask,,100,15;35;75;102,3;3;3;3;3,TID_FARM_PASS_TASK_DERBY,1,sc/icons.sc,nh_derby_building_icon
Medium_VisitSanctuary,524,Medium,VisitSanctuary,,100,15;35;75;102,3;3;3;3;3,TID_FARM_PASS_TASK_VISIT_SANCTUARY,0,sc/icons.sc,icon_sanctuary
Medium_FeedSanctuaryAnimal,525,Medium,FeedSanctuaryAnimal,,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_FEED_SANCTUARY,1,sc/icons.sc,tool_feed_herbivore
Medium_WakeupSanctuaryAnimal,526,Medium,WakeupSanctuaryAnimal,,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_WAKE_SANCTUARY,1,sc/icons.sc,icon_sanctuary
Medium_PickupTownVisitor,527,Medium,PickupTownVisitor,,100,15;35;75;102,3;3;3;6;9,TID_FARM_PASS_TASK_PICK_UP_VISITORS,0,sc/train_icons.sc,icon_personal_train_lvl1
Medium_CollectDerbyPoints,528,Medium,CollectDerbyPoints,,100,15;35;75;102,150;150;150;150;150,TID_FARM_PASS_TASK_DERBYPOINTS,1,sc/icons.sc,nh_derby_building_icon
Medium_ServiceTownVisitor,529,Medium,ServiceTownVisitor,,100,15;35;75;102,3;3;3;6;9,TID_FARM_PASS_TASK_SERVE_TOWNIES,1,sc/train_icons.sc,icon_personal_train_lvl1
Medium_ServiceTownBuilding_Grocery Store,530,Medium,ServiceTownBuilding,Grocery Store,100,15;35;75;102,3;3;3;6;9,TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,1,sc/train_icons.sc,shop_icon_store_lvl1
Medium_ServiceTownBuilding_Movietheater,531,Medium,ServiceTownBuilding,Movietheater,100,15;35;75;102,3;3;3;6;9,TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,1,sc/train_icons.sc,shop_icon_movietheater_lvl1
Medium_ServiceTownBuilding_Diner,532,Medium,ServiceTownBuilding,Diner,100,15;35;75;102,3;3;3;6;9,TID_FARM_PASS_TASK_SERVE_DINER,1,sc/train_icons.sc,shop_icon_diner_lvl1
Medium_ServiceTownBuilding_Bed and Breakfast,533,Medium,ServiceTownBuilding,Bed and Breakfast,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,1,sc/train_icons.sc,shop_icon_bb_lvl1
Medium_ServiceTownBuilding_Spa,534,Medium,ServiceTownBuilding,Spa,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_SERVE_SPA,1,sc/train_icons.sc,shop_icon_spa_lvl1
Medium_ServiceTownBuilding_Gift shop,535,Medium,ServiceTownBuilding,Gift shop,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_SERVE_GIFTSHOP,1,sc/train_icons.sc,shop_icon_souvenier_lvl1
Medium_ServiceTownBuilding_Beach cafe,536,Medium,ServiceTownBuilding,Beach cafe,100,15;35;75;102,3;3;3;3;6,TID_FARM_PASS_TASK_SERVE_BEACHCAFE,1,sc/train_icons.sc,shop_icon_beachbar_lvl1
Medium_CollectBuilding_Bakery,537,Medium,CollectBuilding,Bakery,100,15;35;75;102,6;6;9;9;15,TID_FARM_PASS_TASK_COLLECT_BUILDING,1,,
Medium_CollectBuilding_Cafe_Kiosk,538,Medium,CollectBuilding,Cafe_Kiosk,100,15;35;75;102,6;6;9;9;15,TID_FARM_PASS_TASK_COLLECT_BUILDING,1,,
