,Necklace,
,Diamond Ring,
,Fancy Cake,
,Gracious bouquet,
,Chocolate fondue,
,Soft Bouquet,
,Floral candle,
,Macaroon,
PG_LunarNewYear,Rice,"[THEMATIC 8] (min level 56) lunar new year feast, chinese new year, longevity noodles and rolls, lucky oranges, festive reunion dinner"
,EggRoll,
,Orange,
,Noodle Soup,
,Rice Noodles,
,Summer Rolls,
,Peanut noodles,
,Orange Tea,
PG_MothersDay,Pancakes,"[THEMATIC 8] (min level 9) mother's day pampering, breakfast in bed, flowers and sweets, spoil mom, family brunch"
,Bacon and Eggs,
,Berry Cake,
,Hot Chocolate,
,Honey Toast,
,Gracious bouquet,
,Spring omelet,
,Honey Tea,
PG_SpringFestival,Carrot,"[THEMATIC 6] (min level 9) blooming spring festival, easter, garden party, spring vegetables, springtime blooms"
,Strawberry,
,Asparagus,
,Rustic Bouquet,
,Lily,
,Spring omelet,
PG_WinterHoliday,Hot Chocolate,"[THEMATIC 4] (min level 47) festive winter holidays, christmas feast, holiday baking, cosy christmas, festive season"
,Gingerbread Cookie,
,Fruitcake,
,Winter Stew,
PG_FishingTripCold,Blue Woolly Hat,"[THEMATIC 21] (min level 19) cold weather fishing trip, frosty lakeside, warm drinks and woollens, hearty packed lunch, ice fishing"
,Blue Sweater,
,Wooly Pants,
,BaitBlue,
,BaitGreen,
,BaitRed,
,Latte,
,Hot Chocolate,
,Red Scarf,
,Blanket,
,Snack Mix,
,BLTToast,
,EggSandwich,
,Green Tea,
,Honey Tea,
,Hand Pies,
,Dried Fruit,
,NetMaker,
PG_FishingTripWarm,Cotton Shirt,"[THEMATIC 18] (min level 19) warm weather fishing trip, sunny lakeside, cold drinks and refreshers, light picnic bites, summer angling"
,BaitBlue,
,BaitGreen,
,BaitRed,
,BerrySmoothie,
,Orange Juice,
,PBJ Sandwich,
,SunHat,
,Summer Rolls,
,Cucumber Sandwich,
,Fruit Salad,
,Ice Tea,
,WatermelonLemonade,
,Hummus Wrap,
,NetMaker,
PG_TropicalSummer,Pineapple,"[THEMATIC 11] (min level 52) tropical beach getaway, beach party, island luau, tropical fruit treats, summer cooler"
,Pineapple Juice,
,Summer Rolls,
,Summer Salad,
,Watermelon,
,WatermelonLemonade,
,BananaSplit,
,Tropical fondue,
,Coconut Ice Cream,
,TropicalSmoothie,
,Tropical Cupcake,
PG_SpaRetreat,Chamomile,"[THEMATIC 22] (min level 45) relaxing spa day, self-care retreat, aromatherapy, pampering gift, candlelit relaxation"
,Soothing Pad,
,Beeswax,
,Cucumber,
,Chamomile Tea,
,Candle_Maker,
,Essentials_Oil_Lab,
,Bath_Kiosk,
,Perfumerie,
PG_CozyNightIn,Sweater,"[THEMATIC 12] (min level 17) cozy fireside evening, hygge comfort, warm knits and candlelight, soft blankets and cushions, rainy day in"
,Blue Woolly Hat,
,Blue Sweater,
,Hot Chocolate,
,Red Scarf,
,Pillow,
,Blanket,
,Candle_Maker,
PG_Boutique,Cotton Shirt,"[THEMATIC 7] (min level 19) fashion boutique, dresses and elegant attire, hats and accessories, dress-up day, sunday best"
,Violet Dress,
,ClocheHat,
,Flower Shawl,
,TopHat,
,SunHat,
,FlowerCrown,
PG_Jewelry,Bracelet,"[THEMATIC 5] (min level 38) fine jewelry box, gemstone gift, gold and silver, precious accessories, treasures"
,Necklace,
,Diamond Ring,
,IronBracelet,
,Flower Pendant,
PG_MineExpedition,Demolition Charge,"[THEMATIC 4] (min level 5) mining expedition, deep in the mine, digging for ore and gems, pickaxe and dynamite, underground treasure hunt"
,Dynamite,
,Shovel,
,Pickaxe,
PG_Groundskeeping,Axe,"[THEMATIC 3] (min level 5) manual clearing hand tools, axe saw and shovel, chopping and digging by hand, tidying the yard, groundskeeping chores"
,Saw,
,Shovel,
PG_Explosives,Demolition Charge,"[THEMATIC 2] (min level 5) blasting explosives, dynamite and demolition charges, clearing rocks and ponds, big boom demolition, blow it sky high"
,Dynamite,
PG_GregGifts,Bread,"[VISITOR 13] (min level 2) friendly farmer-baker's gifts, home baking from mom's recipes, hot coffee, lakeside catch, slow-simmered jam"
,Pancakes,
,Carrot Pie,
,Fish Meat,
,Apple Pie,
,Apple Jam,
,Raspberry Jam,
,Honey Apple Cake,
,Lobster Meat,
,Fish Soup,
,Chocolate Pie,
,Gingerbread Cookie,
,Canned Fish,
PG_TillyGifts,Demolition Charge,"[VISITOR 13] (min level 5) playful kid's finds, sticks of dynamite, mine treasures, fairground snacks, long-boiled candy"
,Dynamite,
,Popcorn,
,Bacon,
,Butter Popcorn,
,GoldOre,
,SilverBar,
,Chili Popcorn,
,Lollipop,
,Jelly Beans,
,Snack Mix,
,Cotton Candy,
,Fried Candy,
PG_MikeGifts,Axe,"[VISITOR 13] (min level 5) handyman's toolbox, fixes truck and renovations, building and repair tools, jewelry making, handmade comforts"
,Saw,
,Sweater,
,Blue Woolly Hat,
,Hammer,
,Paint Bucket,
,Bracelet,
,Necklace,
,IronBracelet,
,Blanket,
,Tea Pot,
,Plant pot,
,Mug,
PG_MaryGifts,Cookie,"[VISITOR 14] (min level 10) schoolteacher's care package, treats for the kids, garden cut flowers, muffins and cupcakes, homemade jam"
,Raspberry Muffin,
,Blackberry Muffin,
,Blueberry Cheesecake,
,Strawberry Cake,
,Cherry Jam,
,Rustic Bouquet,
,Strawberry Jam,
,Caramel Apple,
,Bright Bouquet,
,Candy bouquet,
,Soft Bouquet,
,Plain Cupcake,
,Cookie Cupcake,
PG_JoanGifts,Corn Bread,"[VISITOR 15] (min level 7) community organizer's bake sale, beloved pastries and chocolate, celebration cakes and donuts, party decorations"
,Pumpkin Pie,
,Carrot Cake,
,Birthday Cake,
,Cheese Cake,
,Chocolate Cake,
,Chocolate,
,Fancy Cake,
,Plain donut,
,Party Candle,
,Cream donut,
,Fruitcake,
,Filled donut,
,Macaroon,
,Pomegranate Cake,
