Name,TID,MinLevel,FrontIconFileName,FrontIconExportName,TargetIconFileName,TargetIconExportName,BaseColor,RibbonColor,StarLevel,BoxType,Rewards,RewardAmount,RewardPercentFromMax,MinAmount,MaxAmount,Target,FallbackBox,SpinWheelWeight,Notes,DescriptionTID,DiamondToCashRate,Deprecated
,,,,,,,,,,,Shovel,8,,,,,,,,,,
,,,,,,,,,,,Pickaxe,4,,,,,,,,,,
Box_Decos_Paths_1Star,TID_BOX_DECOS_PATHS_1STAR,11,sc/hud_decision_box.sc,dbox_icon_paths,sc/hud_decision_box.sc,dbox_icon_paths,Dbox_White,Dbox_Green,1,Random,Stone Path,3,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Sand Path,3,,,,,,,,,,
,,,,,,,,,,,Gravel Path,3,,,,,,,,,,
,,,,,,,,,,,Cobblestone Path,3,,,,,,,,,,
,,,,,,,,,,,Golden Path,3,,,,,,,,,,
,,,,,,,,,,,Log path,3,,,,,,,,,,
,,,,,,,,,,,Flower path,3,,,,,,,,,,
,,,,,,,,,,,Rainbow flower path,3,,,,,,,,,,
,,,,,,,,,,,Flower log path,3,,,,,,,,,,
,,,,,,,,,,,Mushroom path,3,,,,,,,,,,
,,,,,,,,,,,Poisonous mushroom path,3,,,,,,,,,,
,,,,,,,,,,,Sugarskull path,3,,,,,,,,,,
,,,,,,,,,,,Rosepetal path,3,,,,,,,,,,
,,,,,,,,,,,Hanami path,3,,,,,,,,,,
,,,,,,,,,,,Olympic Path,3,,,,,,,,,,
,,,,,,,,,,,Colorful Path,3,,,,,,,,,,
,,,,,,,,,,,Mosaic Path,3,,,,,,,,,,
,,,,,,,,,,,Succulent path,3,,,,,,,,,,
,,,,,,,,,,,Brick path,3,,,,,,,,,,
,,,,,,,,,,,Halloween path,3,,,,,,,,,,
,,,,,,,,,,,Jade path,3,,,,,,,,,,
,,,,,,,,,,,Rainbow path,3,,,,,,,,,,
,,,,,,,,,,,Gravel path grey,3,,,,,,,,,,
,,,,,,,,,,,Gravel path white,3,,,,,,,,,,
,,,,,,,,,,,Gravel path pastel,3,,,,,,,,,,
,,,,,,,,,,,Gravel path brown,3,,,,,,,,,,
,,,,,,,,,,,Gravel path pattern,3,,,,,,,,,,
,,,,,,,,,,,Park path,3,,,,,,,,,,
,,,,,,,,,,,Brown sunflower path,3,,,,,,,,,,
,,,,,,,,,,,Mint sunflower path,3,,,,,,,,,,
,,,,,,,,,,,Round_stone_path,3,,,,,,,,,,
,,,,,,,,,,,Bavarian_path,3,,,,,,,,,,
,,,,,,,,,,,Autumn_path,3,,,,,,,,,,
,,,,,,,,,,,Cheesemoon path,3,,,,,,,,,,
,,,,,,,,,,,Shamrock path,3,,,,,,,,,,
,,,,,,,,,,,Straw path,3,,,,,,,,,,
,,,,,,,,,,,Leafpile path,3,,,,,,,,,,
,,,,,,,,,,,Thanksgiving path,3,,,,,,,,,,
,,,,,,,,,,,Gingerbread path,3,,,,,,,,,,
,,,,,,,,,,,Jolly path,3,,,,,,,,,,
,,,,,,,,,,,Winter log path,3,,,,,,,,,,
,,,,,,,,,,,Path of harmony,3,,,,,,,,,,
,,,,,,,,,,,Peacock path,3,,,,,,,,,,
,,,,,,,,,,,LightLowTile,3,,,,,,,,,,
,,,,,,,,,,,DarkLowTile,3,,,,,,,,,,
,,,,,,,,,,,DarkGrassTile,3,,,,,,,,,,
,,,,,,,,,,,Sandpath,3,,,,,,,,,,
,,,,,,,,,,,Cleared snow path,3,,,,,,,,,,
,,,,,,,,,,,Dinosaur footprint path,3,,,,,,,,,,
,,,,,,,,,,,Creepy path,3,,,,,,,,,,
,,,,,,,,,,,Easter tile,3,,,,,,,,,,
,,,,,,,,,,,Crescent tile,3,,,,,,,,,,
,,,,,,,,,,,Flower tile,3,,,,,,,,,,
,,,,,,,,,,,Mooncake_tile,3,,,,,,,,,,
,,,,,,,,,,,Snowflake_tile,3,,,,,,,,,,
,,,,,,,,,,,Heart tile,3,,,,,,,,,,
,,,,,,,,,,,Spring flower tile,3,,,,,,,,,,
,,,,,,,,,,,Light grass tile,3,,,,,,,,,,
,,,,,,,,,,,Dark grass tile,3,,,,,,,,,,
,,,,,,,,,,,Groovy tile,3,,,,,,,,,,
,,,,,,,,,,,Tropical tile,3,,,,,,,,,,
Box_Decos_Paths_2Star,TID_BOX_DECOS_PATHS_2STAR,11,sc/hud_decision_box.sc,dbox_icon_paths,sc/hud_decision_box.sc,dbox_icon_paths,Dbox_White,Dbox_Green,2,Random,Stone Path,6,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Sand Path,6,,,,,,,,,,
,,,,,,,,,,,Gravel Path,6,,,,,,,,,,
,,,,,,,,,,,Cobblestone Path,6,,,,,,,,,,
,,,,,,,,,,,Golden Path,6,,,,,,,,,,
,,,,,,,,,,,Log path,6,,,,,,,,,,
,,,,,,,,,,,Flower path,6,,,,,,,,,,
,,,,,,,,,,,Rainbow flower path,6,,,,,,,,,,
,,,,,,,,,,,Flower log path,6,,,,,,,,,,
,,,,,,,,,,,Mushroom path,6,,,,,,,,,,
,,,,,,,,,,,Poisonous mushroom path,6,,,,,,,,,,
,,,,,,,,,,,Sugarskull path,6,,,,,,,,,,
,,,,,,,,,,,Rosepetal path,6,,,,,,,,,,
,,,,,,,,,,,Hanami path,6,,,,,,,,,,
,,,,,,,,,,,Olympic Path,6,,,,,,,,,,
,,,,,,,,,,,Colorful Path,6,,,,,,,,,,
,,,,,,,,,,,Mosaic Path,6,,,,,,,,,,
,,,,,,,,,,,Succulent path,6,,,,,,,,,,
,,,,,,,,,,,Brick path,6,,,,,,,,,,
,,,,,,,,,,,Halloween path,6,,,,,,,,,,
,,,,,,,,,,,Jade path,6,,,,,,,,,,
,,,,,,,,,,,Rainbow path,6,,,,,,,,,,
,,,,,,,,,,,Gravel path grey,6,,,,,,,,,,
,,,,,,,,,,,Gravel path white,6,,,,,,,,,,
,,,,,,,,,,,Gravel path pastel,6,,,,,,,,,,
,,,,,,,,,,,Gravel path brown,6,,,,,,,,,,
,,,,,,,,,,,Gravel path pattern,6,,,,,,,,,,
,,,,,,,,,,,Park path,6,,,,,,,,,,
,,,,,,,,,,,Brown sunflower path,6,,,,,,,,,,
,,,,,,,,,,,Mint sunflower path,6,,,,,,,,,,
,,,,,,,,,,,Round_stone_path,6,,,,,,,,,,
,,,,,,,,,,,Bavarian_path,6,,,,,,,,,,
,,,,,,,,,,,Autumn_path,6,,,,,,,,,,
,,,,,,,,,,,Cheesemoon path,6,,,,,,,,,,
,,,,,,,,,,,Shamrock path,6,,,,,,,,,,
,,,,,,,,,,,Straw path,6,,,,,,,,,,
,,,,,,,,,,,Leafpile path,6,,,,,,,,,,
,,,,,,,,,,,Thanksgiving path,6,,,,,,,,,,
,,,,,,,,,,,Gingerbread path,6,,,,,,,,,,
,,,,,,,,,,,Jolly path,6,,,,,,,,,,
,,,,,,,,,,,Winter log path,6,,,,,,,,,,
,,,,,,,,,,,Path of harmony,6,,,,,,,,,,
,,,,,,,,,,,Peacock path,6,,,,,,,,,,
,,,,,,,,,,,LightLowTile,6,,,,,,,,,,
,,,,,,,,,,,DarkLowTile,6,,,,,,,,,,
,,,,,,,,,,,DarkGrassTile,6,,,,,,,,,,
,,,,,,,,,,,Sandpath,6,,,,,,,,,,
,,,,,,,,,,,Cleared snow path,6,,,,,,,,,,
,,,,,,,,,,,Dinosaur footprint path,6,,,,,,,,,,
,,,,,,,,,,,Creepy path,6,,,,,,,,,,
,,,,,,,,,,,Easter tile,6,,,,,,,,,,
,,,,,,,,,,,Crescent tile,6,,,,,,,,,,
,,,,,,,,,,,Flower tile,6,,,,,,,,,,
,,,,,,,,,,,Mooncake_tile,6,,,,,,,,,,
,,,,,,,,,,,Snowflake_tile,6,,,,,,,,,,
,,,,,,,,,,,Heart tile,6,,,,,,,,,,
,,,,,,,,,,,Spring flower tile,6,,,,,,,,,,
,,,,,,,,,,,Light grass tile,6,,,,,,,,,,
,,,,,,,,,,,Dark grass tile,6,,,,,,,,,,
,,,,,,,,,,,Groovy tile,6,,,,,,,,,,
,,,,,,,,,,,Tropical tile,6,,,,,,,,,,
Box_Decos_Paths_3Star,TID_BOX_DECOS_PATHS_3STAR,11,sc/hud_decision_box.sc,dbox_icon_paths,sc/hud_decision_box.sc,dbox_icon_paths,Dbox_White,Dbox_Green,3,Random,Stone Path,10,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Sand Path,10,,,,,,,,,,
,,,,,,,,,,,Gravel Path,10,,,,,,,,,,
,,,,,,,,,,,Cobblestone Path,10,,,,,,,,,,
,,,,,,,,,,,Golden Path,10,,,,,,,,,,
,,,,,,,,,,,Log path,10,,,,,,,,,,
,,,,,,,,,,,Flower path,10,,,,,,,,,,
,,,,,,,,,,,Rainbow flower path,10,,,,,,,,,,
,,,,,,,,,,,Flower log path,10,,,,,,,,,,
,,,,,,,,,,,Mushroom path,10,,,,,,,,,,
,,,,,,,,,,,Poisonous mushroom path,10,,,,,,,,,,
,,,,,,,,,,,Sugarskull path,10,,,,,,,,,,
,,,,,,,,,,,Rosepetal path,10,,,,,,,,,,
,,,,,,,,,,,Hanami path,10,,,,,,,,,,
,,,,,,,,,,,Olympic Path,10,,,,,,,,,,
,,,,,,,,,,,Colorful Path,10,,,,,,,,,,
,,,,,,,,,,,Mosaic Path,10,,,,,,,,,,
,,,,,,,,,,,Succulent path,10,,,,,,,,,,
,,,,,,,,,,,Brick path,10,,,,,,,,,,
,,,,,,,,,,,Halloween path,10,,,,,,,,,,
,,,,,,,,,,,Jade path,10,,,,,,,,,,
,,,,,,,,,,,Rainbow path,10,,,,,,,,,,
,,,,,,,,,,,Gravel path grey,10,,,,,,,,,,
,,,,,,,,,,,Gravel path white,10,,,,,,,,,,
,,,,,,,,,,,Gravel path pastel,10,,,,,,,,,,
,,,,,,,,,,,Gravel path brown,10,,,,,,,,,,
,,,,,,,,,,,Gravel path pattern,10,,,,,,,,,,
,,,,,,,,,,,Park path,10,,,,,,,,,,
,,,,,,,,,,,Brown sunflower path,10,,,,,,,,,,
,,,,,,,,,,,Mint sunflower path,10,,,,,,,,,,
,,,,,,,,,,,Round_stone_path,10,,,,,,,,,,
,,,,,,,,,,,Bavarian_path,10,,,,,,,,,,
,,,,,,,,,,,Autumn_path,10,,,,,,,,,,
,,,,,,,,,,,Cheesemoon path,10,,,,,,,,,,
,,,,,,,,,,,Shamrock path,10,,,,,,,,,,
,,,,,,,,,,,Straw path,10,,,,,,,,,,
,,,,,,,,,,,Leafpile path,10,,,,,,,,,,
,,,,,,,,,,,Thanksgiving path,10,,,,,,,,,,
,,,,,,,,,,,Gingerbread path,10,,,,,,,,,,
,,,,,,,,,,,Jolly path,10,,,,,,,,,,
,,,,,,,,,,,Winter log path,10,,,,,,,,,,
,,,,,,,,,,,Path of harmony,10,,,,,,,,,,
,,,,,,,,,,,Peacock path,10,,,,,,,,,,
,,,,,,,,,,,LightLowTile,10,,,,,,,,,,
,,,,,,,,,,,DarkLowTile,10,,,,,,,,,,
,,,,,,,,,,,DarkGrassTile,10,,,,,,,,,,
,,,,,,,,,,,Sandpath,10,,,,,,,,,,
,,,,,,,,,,,Cleared snow path,10,,,,,,,,,,
,,,,,,,,,,,Dinosaur footprint path,10,,,,,,,,,,
,,,,,,,,,,,Creepy path,10,,,,,,,,,,
,,,,,,,,,,,Easter tile,10,,,,,,,,,,
,,,,,,,,,,,Crescent tile,10,,,,,,,,,,
,,,,,,,,,,,Flower tile,10,,,,,,,,,,
,,,,,,,,,,,Mooncake_tile,10,,,,,,,,,,
,,,,,,,,,,,Snowflake_tile,10,,,,,,,,,,
,,,,,,,,,,,Heart tile,10,,,,,,,,,,
,,,,,,,,,,,Spring flower tile,10,,,,,,,,,,
,,,,,,,,,,,Light grass tile,10,,,,,,,,,,
,,,,,,,,,,,Dark grass tile,10,,,,,,,,,,
,,,,,,,,,,,Groovy tile,10,,,,,,,,,,
,,,,,,,,,,,Tropical tile,10,,,,,,,,,,
Box_Decos_Fence_1Star,TID_BOX_DECOS_FENCE_1STAR,11,sc/hud_decision_box.sc,dbox_icon_fences,sc/hud_decision_box.sc,dbox_icon_fences,Dbox_Green,Dbox_White,1,Random,GrassFenceS,3,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Fence,3,,,,,,,,,,
,,,,,,,,,,,Stone Wall,3,,,,,,,,,,
,,,,,,,,,,,GrassFenceL,3,,,,,,,,,,
,,,,,,,,,,,CrossFence,3,,,,,,,,,,
,,,,,,,,,,,WhiteFence,3,,,,,,,,,,
,,,,,,,,,,,RoseFenceRed,3,,,,,,,,,,
,,,,,,,,,,,HayFence,3,,,,,,,,,,
,,,,,,,,,,,RopeFence,3,,,,,,,,,,
,,,,,,,,,,,BlueFence,3,,,,,,,,,,
,,,,,,,,,,,FlowerFence,3,,,,,,,,,,
,,,,,,,,,,,PencilFence,3,,,,,,,,,,
,,,,,,,,,,,CNYFence,3,,,,,,,,,,
,,,,,,,,,,,FallFence,3,,,,,,,,,,
,,,,,,,,,,,CNYPillars,3,,,,,,,,,,
,,,,,,,,,,,WinterLoveFence,3,,,,,,,,,,
,,,,,,,,,,,Trellis fence,3,,,,,,,,,,
,,,,,,,,,,,Pasture fence cow,3,,,,,,,,,,
,,,,,,,,,,,Pasture fence chicken,3,,,,,,,,,,
,,,,,,,,,,,Classic farm fence,3,,,,,,,,,,
,,,,,,,,,,,Flag fence,3,,,,,,,,,,
,,,,,,,,,,,Birdhouse fence,3,,,,,,,,,,
,,,,,,,,,,,Rustic fence,3,,,,,,,,,,
,,,,,,,,,,,Stable fence,3,,,,,,,,,,
,,,,,,,,,,,Bamboo fence,3,,,,,,,,,,
,,,,,,,,,,,Masonry fence,3,,,,,,,,,,
,,,,,,,,,,,Railroad fence,3,,,,,,,,,,
,,,,,,,,,,,Flowershop fence,3,,,,,,,,,,
,,,,,,,,,,,Tropical fence,3,,,,,,,,,,
,,,,,,,,,,,Barrel fence,3,,,,,,,,,,
,,,,,,,,,,,Sunflower fence,3,,,,,,,,,,
,,,,,,,,,,,Pumpkin_fence,3,,,,,,,,,,
,,,,,,,,,,,Wicker_fence,3,,,,,,,,,,
,,,,,,,,,,,Market fence,3,,,,,,,,,,
,,,,,,,,,,,Carrot fence,3,,,,,,,,,,
,,,,,,,,,,,Derby fence,3,,,,,,,,,,
,,,,,,,,,,,Velvet rope fence,3,,,,,,,,,,
,,,,,,,,,,,Mediterranean fence,3,,,,,,,,,,
,,,,,,,,,,,Pool area fence,3,,,,,,,,,,
,,,,,,,,,,,Barricade fence,3,,,,,,,,,,
,,,,,,,,,,,Mushroom iron fence,3,,,,,,,,,,
,,,,,,,,,,,Garden fence,3,,,,,,,,,,
,,,,,,,,,,,Hay pole fence,3,,,,,,,,,,
,,,,,,,,,,,Snowy hedge,3,,,,,,,,,,
,,,,,,,,,,,Pet fence,3,,,,,,,,,,
,,,,,,,,,,,Chamomile fence,3,,,,,,,,,,
,,,,,,,,,,,Grass board fence,3,,,,,,,,,,
,,,,,,,,,,,Slat fence,3,,,,,,,,,,
,,,,,,,,,,,Apple fence,3,,,,,,,,,,
,,,,,,,,,,,Centipede fence,3,,,,,,,,,,
Box_Decos_Fence_2Star,TID_BOX_DECOS_FENCE_2STAR,11,sc/hud_decision_box.sc,dbox_icon_fences,sc/hud_decision_box.sc,dbox_icon_fences,Dbox_Green,Dbox_White,2,Random,GrassFenceS,6,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Fence,6,,,,,,,,,,
,,,,,,,,,,,Stone Wall,6,,,,,,,,,,
,,,,,,,,,,,GrassFenceL,6,,,,,,,,,,
,,,,,,,,,,,CrossFence,6,,,,,,,,,,
,,,,,,,,,,,WhiteFence,6,,,,,,,,,,
,,,,,,,,,,,RoseFenceRed,6,,,,,,,,,,
,,,,,,,,,,,HayFence,6,,,,,,,,,,
,,,,,,,,,,,RopeFence,6,,,,,,,,,,
,,,,,,,,,,,BlueFence,6,,,,,,,,,,
,,,,,,,,,,,FlowerFence,6,,,,,,,,,,
,,,,,,,,,,,PencilFence,6,,,,,,,,,,
,,,,,,,,,,,CNYFence,6,,,,,,,,,,
,,,,,,,,,,,FallFence,6,,,,,,,,,,
,,,,,,,,,,,CNYPillars,6,,,,,,,,,,
,,,,,,,,,,,WinterLoveFence,6,,,,,,,,,,
,,,,,,,,,,,Trellis fence,6,,,,,,,,,,
,,,,,,,,,,,Pasture fence cow,6,,,,,,,,,,
,,,,,,,,,,,Pasture fence chicken,6,,,,,,,,,,
,,,,,,,,,,,Classic farm fence,6,,,,,,,,,,
,,,,,,,,,,,Flag fence,6,,,,,,,,,,
,,,,,,,,,,,Birdhouse fence,6,,,,,,,,,,
,,,,,,,,,,,Rustic fence,6,,,,,,,,,,
,,,,,,,,,,,Stable fence,6,,,,,,,,,,
,,,,,,,,,,,Bamboo fence,6,,,,,,,,,,
,,,,,,,,,,,Masonry fence,6,,,,,,,,,,
,,,,,,,,,,,Railroad fence,6,,,,,,,,,,
,,,,,,,,,,,Flowershop fence,6,,,,,,,,,,
,,,,,,,,,,,Tropical fence,6,,,,,,,,,,
,,,,,,,,,,,Barrel fence,6,,,,,,,,,,
,,,,,,,,,,,Sunflower fence,6,,,,,,,,,,
,,,,,,,,,,,Pumpkin_fence,6,,,,,,,,,,
,,,,,,,,,,,Wicker_fence,6,,,,,,,,,,
,,,,,,,,,,,Market fence,6,,,,,,,,,,
,,,,,,,,,,,Carrot fence,6,,,,,,,,,,
,,,,,,,,,,,Derby fence,6,,,,,,,,,,
,,,,,,,,,,,Velvet rope fence,6,,,,,,,,,,
,,,,,,,,,,,Mediterranean fence,6,,,,,,,,,,
,,,,,,,,,,,Pool area fence,6,,,,,,,,,,
,,,,,,,,,,,Barricade fence,6,,,,,,,,,,
,,,,,,,,,,,Mushroom iron fence,6,,,,,,,,,,
,,,,,,,,,,,Garden fence,6,,,,,,,,,,
,,,,,,,,,,,Hay pole fence,6,,,,,,,,,,
,,,,,,,,,,,Snowy hedge,6,,,,,,,,,,
,,,,,,,,,,,Pet fence,6,,,,,,,,,,
,,,,,,,,,,,Chamomile fence,6,,,,,,,,,,
,,,,,,,,,,,Grass board fence,6,,,,,,,,,,
,,,,,,,,,,,Slat fence,6,,,,,,,,,,
,,,,,,,,,,,Apple fence,6,,,,,,,,,,
,,,,,,,,,,,Centipede fence,6,,,,,,,,,,
Box_Decos_Fence_3Star,TID_BOX_DECOS_FENCE_3STAR,11,sc/hud_decision_box.sc,dbox_icon_fences,sc/hud_decision_box.sc,dbox_icon_fences,Dbox_Green,Dbox_White,3,Random,GrassFenceS,9,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Fence,9,,,,,,,,,,
,,,,,,,,,,,Stone Wall,9,,,,,,,,,,
,,,,,,,,,,,GrassFenceL,9,,,,,,,,,,
,,,,,,,,,,,CrossFence,9,,,,,,,,,,
,,,,,,,,,,,WhiteFence,9,,,,,,,,,,
,,,,,,,,,,,RoseFenceRed,9,,,,,,,,,,
,,,,,,,,,,,HayFence,9,,,,,,,,,,
,,,,,,,,,,,RopeFence,9,,,,,,,,,,
,,,,,,,,,,,BlueFence,9,,,,,,,,,,
,,,,,,,,,,,FlowerFence,9,,,,,,,,,,
,,,,,,,,,,,PencilFence,9,,,,,,,,,,
,,,,,,,,,,,CNYFence,9,,,,,,,,,,
,,,,,,,,,,,FallFence,9,,,,,,,,,,
,,,,,,,,,,,CNYPillars,9,,,,,,,,,,
,,,,,,,,,,,WinterLoveFence,9,,,,,,,,,,
,,,,,,,,,,,Trellis fence,9,,,,,,,,,,
,,,,,,,,,,,Pasture fence cow,9,,,,,,,,,,
,,,,,,,,,,,Pasture fence chicken,9,,,,,,,,,,
,,,,,,,,,,,Classic farm fence,9,,,,,,,,,,
,,,,,,,,,,,Flag fence,9,,,,,,,,,,
,,,,,,,,,,,Birdhouse fence,9,,,,,,,,,,
,,,,,,,,,,,Rustic fence,9,,,,,,,,,,
,,,,,,,,,,,Stable fence,9,,,,,,,,,,
,,,,,,,,,,,Bamboo fence,9,,,,,,,,,,
,,,,,,,,,,,Masonry fence,9,,,,,,,,,,
,,,,,,,,,,,Railroad fence,9,,,,,,,,,,
,,,,,,,,,,,Flowershop fence,9,,,,,,,,,,
,,,,,,,,,,,Tropical fence,9,,,,,,,,,,
,,,,,,,,,,,Barrel fence,9,,,,,,,,,,
,,,,,,,,,,,Sunflower fence,9,,,,,,,,,,
,,,,,,,,,,,Pumpkin_fence,9,,,,,,,,,,
,,,,,,,,,,,Wicker_fence,9,,,,,,,,,,
,,,,,,,,,,,Market fence,9,,,,,,,,,,
,,,,,,,,,,,Carrot fence,9,,,,,,,,,,
,,,,,,,,,,,Derby fence,9,,,,,,,,,,
,,,,,,,,,,,Velvet rope fence,9,,,,,,,,,,
,,,,,,,,,,,Mediterranean fence,9,,,,,,,,,,
,,,,,,,,,,,Pool area fence,9,,,,,,,,,,
,,,,,,,,,,,Barricade fence,9,,,,,,,,,,
,,,,,,,,,,,Mushroom iron fence,9,,,,,,,,,,
,,,,,,,,,,,Garden fence,9,,,,,,,,,,
,,,,,,,,,,,Hay pole fence,9,,,,,,,,,,
,,,,,,,,,,,Snowy hedge,9,,,,,,,,,,
,,,,,,,,,,,Pet fence,9,,,,,,,,,,
,,,,,,,,,,,Chamomile fence,9,,,,,,,,,,
,,,,,,,,,,,Grass board fence,9,,,,,,,,,,
,,,,,,,,,,,Slat fence,9,,,,,,,,,,
,,,,,,,,,,,Apple fence,9,,,,,,,,,,
,,,,,,,,,,,Centipede fence,9,,,,,,,,,,
Box_Product_1Star,TID_BOX_PRODUCT_1STAR,11,sc/hud_decision_box.sc,dbox_icon_product,sc/hud_decision_box.sc,dbox_icon_product,Dbox_Wood1,Dbox_Yellow,1,Random,Cream,3,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Butter,3,,,,,,,,,,
,,,,,,,,,,,Cheese,3,,,,,,,,,,
,,,,,,,,,,,Goat Cheese,3,,,,,,,,,,
,,,,,,,,,,,Bread,3,,,,,,,,,,
,,,,,,,,,,,Cookie,3,,,,,,,,,,
,,,,,,,,,,,Corn Bread,3,,,,,,,,,,
,,,,,,,,,,,Pizza,3,,,,,,,,,,
,,,,,,,,,,,Spicy Pizza,3,,,,,,,,,,
,,,,,,,,,,,Raspberry Muffin,3,,,,,,,,,,
,,,,,,,,,,,Blackberry Muffin,3,,,,,,,,,,
,,,,,,,,,,,Potato Bread,3,,,,,,,,,,
,,,,,,,,,,,Frutti di Mare Pizza,3,,,,,,,,,,
,,,,,,,,,,,BananaBread,3,,,,,,,,,,
,,,,,,,,,,,Gingerbread Cookie,3,,,,,,,,,,
,,,,,,,,,,,Macaroon,3,,,,,,,,,,
,,,,,,,,,,,Pineapple coconut bars,3,,,,,,,,,,
,,,,,,,,,,,Blueberry Muffin,3,,,,,,,,,,
,,,,,,,,,,,Cheese Cake,3,,,,,,,,,,
,,,,,,,,,,,Carrot Cake,3,,,,,,,,,,
,,,,,,,,,,,Birthday Cake,3,,,,,,,,,,
,,,,,,,,,,,Chocolate Cake,3,,,,,,,,,,
,,,,,,,,,,,Strawberry Cake,3,,,,,,,,,,
,,,,,,,,,,,Berry Cake,3,,,,,,,,,,
,,,,,,,,,,,Potato Feta Cake,3,,,,,,,,,,
,,,,,,,,,,,Lemon Cake,3,,,,,,,,,,
,,,,,,,,,,,Honey Apple Cake,3,,,,,,,,,,
,,,,,,,,,,,Fruitcake,3,,,,,,,,,,
,,,,,,,,,,,Pineapple Cake,3,,,,,,,,,,
,,,,,,,,,,,Fancy Cake,3,,,,,,,,,,
,,,,,,,,,,,Chocolate Roll,3,,,,,,,,,,
,,,,,,,,,,,Pomegranate Cake,3,,,,,,,,,,
,,,,,,,,,,,Blueberry Cheesecake,3,,,,,,,,,,
,,,,,,,,,,,Carrot Pie,3,,,,,,,,,,
,,,,,,,,,,,Bacon Pie,3,,,,,,,,,,
,,,,,,,,,,,Pumpkin Pie,3,,,,,,,,,,
,,,,,,,,,,,Apple Pie,3,,,,,,,,,,
,,,,,,,,,,,Feta Pie,3,,,,,,,,,,
,,,,,,,,,,,Casserole,3,,,,,,,,,,
,,,,,,,,,,,Shepherds Pie,3,,,,,,,,,,
,,,,,,,,,,,Fish Pie,3,,,,,,,,,,
,,,,,,,,,,,Lemon Pie,3,,,,,,,,,,
,,,,,,,,,,,Peach Tart,3,,,,,,,,,,
,,,,,,,,,,,Eggplant Parmesan,3,,,,,,,,,,
,,,,,,,,,,,Chocolate Pie,3,,,,,,,,,,
,,,,,,,,,,,Mushroom Pot Pie,3,,,,,,,,,,
,,,,,,,,,,,Passion Fruit Pie,3,,,,,,,,,,
,,,,,,,,,,,Asparagus Quiche,3,,,,,,,,,,
,,,,,,,,,,,Brown_Sugar,3,,,,,,,,,,
,,,,,,,,,,,White Sugar,3,,,,,,,,,,
,,,,,,,,,,,Syrup,3,,,,,,,,,,
,,,,,,,,,,,Sweater,3,,,,,,,,,,
,,,,,,,,,,,Blue Woolly Hat,3,,,,,,,,,,
,,,,,,,,,,,Blue Sweater,3,,,,,,,,,,
,,,,,,,,,,,Red Scarf,3,,,,,,,,,,
,,,,,,,,,,,Cotton Fabrics,3,,,,,,,,,,
,,,,,,,,,,,Flower Shawl,3,,,,,,,,,,
,,,,,,,,,,,Popcorn,3,,,,,,,,,,
,,,,,,,,,,,Butter Popcorn,3,,,,,,,,,,
,,,,,,,,,,,Chili Popcorn,3,,,,,,,,,,
,,,,,,,,,,,Chocolate Popcorn,3,,,,,,,,,,
,,,,,,,,,,,Honey Popcorn,3,,,,,,,,,,
,,,,,,,,,,,Snack Mix,3,,,,,,,,,,
,,,,,,,,,,,Pancakes,3,,,,,,,,,,
,,,,,,,,,,,Bacon and Eggs,3,,,,,,,,,,
,,,,,,,,,,,Hamburger,3,,,,,,,,,,
,,,,,,,,,,,Roasted Tomatoes,3,,,,,,,,,,
,,,,,,,,,,,Baked Potato,3,,,,,,,,,,
,,,,,,,,,,,Fishburger,3,,,,,,,,,,
,,,,,,,,,,,Fish and Chips,3,,,,,,,,,,
,,,,,,,,,,,Lobster Skewer,3,,,,,,,,,,
,,,,,,,,,,,Grilled Onion,3,,,,,,,,,,
,,,,,,,,,,,BananaPancakes,3,,,,,,,,,,
,,,,,,,,,,,Grilled Eggplant,3,,,,,,,,,,
,,,,,,,,,,,FishSkewer,3,,,,,,,,,,
,,,,,,,,,,,Roast veggies,3,,,,,,,,,,
,,,,,,,,,,,Garlic bread,3,,,,,,,,,,
,,,,,,,,,,,Stuffed Bellpeppers,3,,,,,,,,,,
,,,,,,,,,,,Grilled Asparagus,3,,,,,,,,,,
Box_Product_2Star,TID_BOX_PRODUCT_2STAR,11,sc/hud_decision_box.sc,dbox_icon_product,sc/hud_decision_box.sc,dbox_icon_product,Dbox_Wood1,Dbox_Yellow,2,Random,Cream,6,,,,,,,,TID_BOX_GENERIC_DESCRIPTION,,
,,,,,,,,,,,Butter,6,,,,,,,,,,
,,,,,,,,,,,Cheese,6,,,,,,,,,,
,,,,,,,,,,,Goat Cheese,6,,,,,,,,,,
,,,,,,,,,,,Bread,6,,,,,,,,,,
,,,,,,,,,,,Cookie,6,,,,,,,,,,
,,,,,,,,,,,Corn Bread,6,,,,,,,,,,
,,,,,,,,,,,Pizza,6,,,,,,,,,,
,,,,,,,,,,,Spicy Pizza,6,,,,,,,,,,
,,,,,,,,,,,Raspberry Muffin,6,,,,,,,,,,
,,,,,,,,,,,Blackberry Muffin,6,,,,,,,,,,
