Name,FileName,ExportName,TileWidth,TileHeight,Capacity,UpgradeRequirement,ShopIconFileName,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectFileName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,silo_04,,,24300,1,,,,,,,,,,,,,
,,silo_04,,,24350,1,,,,,,,,,,,,,
,,silo_04,,,24400,1,,,,,,,,,,,,,
,,silo_04,,,24450,1,,,,,,,,,,,,,
,,silo_04,,,24500,1,,,,,,,,,,,,,
,,silo_04,,,24550,1,,,,,,,,,,,,,
,,silo_04,,,24600,1,,,,,,,,,,,,,
,,silo_04,,,24650,1,,,,,,,,,,,,,
,,silo_04,,,24700,1,,,,,,,,,,,,,
,,silo_04,,,24750,1,,,,,,,,,,,,,
,,silo_04,,,24800,1,,,,,,,,,,,,,
,,silo_04,,,24850,1,,,,,,,,,,,,,
,,silo_04,,,24900,1,,,,,,,,,,,,,
,,silo_04,,,24950,1,,,,,,,,,,,,,
,,silo_04,,,25000,1,,,,,,,,,,,,,
