Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable,WaterDeco,WaterMovement
Sheep springer,,,,,1,0,,sc/decos01_generic.sc,sheep_rocking,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SHEEPTOY,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
Pig seesaw,,,,,1,0,,sc/decos01_generic.sc,pigseesaw,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PIGTOY,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
Car springer,,,,,1,0,,sc/decos01_generic.sc,tractor_rocking,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CARTOY,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
Agility tire,,,,,1,0,,sc/decos01_generic.sc,tireramp,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AGILITYTIRE,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,FP,,,
Rocking unicorn,,,,,1,0,,sc/decos01_generic.sc,unicorn_rocking,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ROCKINGUNICORN,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
Roundabout,,,,,1,0,,sc/decos01_generic.sc,merrygoround,,2,2,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_ROUNDABOUT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,13000,Special,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StumpAxe,,,,,1,0,,sc/decos01_generic.sc,stumpaxe,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AXESTUMP,,,,,,TapDecorationGeneric,,,,,,TRUE,,,TRUE,,,,,,,
CatStatue,,,,,1,0,,sc/decos02_seasonal.sc,catstatue,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WITCHCAT,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,,,,
CropsCrate,,,,,1,0,,sc/decos02_seasonal.sc,cropscrate,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PRODUCECRATES,,,,,,TapDecorationGeneric,,,,,,,TRUE,,,,,,,,,
RakeLeafs,,,,,1,0,,sc/decos02_seasonal.sc,rakeleafs,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAKE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,,,,,,,,
LeafPile,,,,,1,0,,sc/decos02_seasonal.sc,leafpile,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LEAFPILE,,,,,,TapDecorationGeneric,,,,,,TRUE,,,,,,,,,,
BeachSign,,,,,1,0,,sc/decos01_generic.sc,beachsign,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEACHSIGN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FP,,,
CoolerBox,,,,,1,0,,sc/decos01_generic.sc,coolerbox,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COOLER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
FishFloater,,,,,1,0,,sc/decos01_generic.sc,fish_floater,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FISHFLOATIE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
PlasticWindmill,,,,,1,0,,sc/decos01_generic.sc,plasticwindmiill_blue,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PINWHEEL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FP,,,
BirthdayLetterY,,,,,1,0,,sc/decos02_seasonal.sc,birthdayletter_y,,1,1,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_DECOY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
BirthdayLetterH,,,,,1,0,,sc/decos02_seasonal.sc,birthdayletter_h,,1,1,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_DECOH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
BirthdayLetterD,,,,,1,0,,sc/decos02_seasonal.sc,birthdayletter_d,birthdayletter_d_mirrored,1,1,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_DECOD,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
BirthdayLetterA,,,,,1,0,,sc/decos02_seasonal.sc,birthdayletter_a,,1,1,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_DECOA,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GnomeElf,,,,,1,0,,sc/decos02_seasonal.sc,gnome_elf,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMEELF,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
GnomeFirefighter,,,,,1,0,,sc/decos01_generic.sc,gnome_firefighter,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMEFIREFIGHTER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
GnomeFisherman,,,,,1,0,,sc/decos01_generic.sc,gnome_fisherman,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMEANGLER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
GnomeFlowergirl,,,,,1,0,,sc/decos01_generic.sc,gnome_flowergirl,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GNOMEFLOWER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
GnomeMusician,,,,,1,0,,sc/decos01_generic.sc,gnome_musician,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMEMUSICIAN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
GnomePainter,,,,,1,0,,sc/decos01_generic.sc,gnome_painter,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GNOMEPAINTER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,,,
GnomePolice,,,,,1,0,,sc/decos01_generic.sc,gnome_police,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMEPOLICE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
GnomeSkier,,,,,1,0,,sc/decos02_seasonal.sc,gnome_skier,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_GNOMESKI,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slope,,,,,1,0,,sc/decos02_seasonal.sc,slope,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SLOPE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,,,
Icy fishingpond,,,,,1,0,,sc/decos02_seasonal.sc,icefishing_pond,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ICYFISHPOND,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,,,
Gingerbread train,,,,,1,0,,sc/decos02_seasonal.sc,gingerbread_train,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GINGERTRAIN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,,,
Sheep ice sculpture,,,,,1,0,,sc/decos02_seasonal.sc,sheep_icesculpture,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ICESHEEP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beach toyset,,,,,1,0,,sc/decos01_generic.sc,beach_toyset,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEACHTOYS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,,,
Scuba gear,,,,,1,0,,sc/decos01_generic.sc,scuba_gear,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCUBAGEAR,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Basketball hoop,,,,,1,0,,sc/decos01_generic.sc,basketball_hoop,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BASKETBALLHOOP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Football goal,,,,,1,0,,sc/decos01_generic.sc,football_goal,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GOALPOST,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Potted Acer Palmatum,,,,,1,0,,sc/decos01_generic.sc,potted_acer_palmatum,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MAPLEBONSAI,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Potted Bonsai,,,,,1,0,,sc/decos01_generic.sc,potted_bonsai,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PINEBONSAI,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Potted Greek plant,,,,,1,0,,sc/decos01_generic.sc,potted_greek_plant,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COLUMNPOT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Potted African plant,,,,,1,0,,sc/decos01_generic.sc,potted_african_plant,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LARGEPOT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
Potted Mexican plant,,,,,1,0,,sc/decos01_generic.sc,potted_mexican_plant,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RUSTICPOT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNY Drum,,,,,1,0,,sc/decos02_seasonal.sc,CNY_drum,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BIGDRUM,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
CNY Gong,,,,,1,0,,sc/decos02_seasonal.sc,CNY_gong,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GONG,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
CNY Pig statue,,,,,1,0,,sc/decos02_seasonal.sc,CNY_pigstatue,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PIGSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
Fireworks cart,,,,,1,0,,sc/decos02_seasonal.sc,fireworks_cart,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FIREWORKSCART,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,,,
Starballoon arch,,,,,1,0,,sc/decos02_seasonal.sc,starballoon_arch,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STARRYARCH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
Piano,,,,,1,0,,sc/decos02_seasonal.sc,piano,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PIANO,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Shop,,,
Valentines Bridge,,,,,1,0,,sc/decos02_seasonal.sc,valentines_bridge,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVELYBRIDGE,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Shop,,,
Valentines Wheelbench,,,,,1,0,,sc/decos02_seasonal.sc,valentines_wheelbench,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVELYBENCH,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,FP,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lollipop Cake,,,,,1,0,,sc/decos02_seasonal.sc,lollipop_cake,,2,2,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_LOLLYCAKE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
Veggie Cake,,,,,1,0,,sc/decos02_seasonal.sc,veggie_cake,,2,2,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_VEGGIECAKE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
Bird Cake,,,,,1,0,,sc/decos02_seasonal.sc,peacock_cake,,2,2,,999,,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_BIRDCAKE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,,,
SC ID statue,,,,,1,0,,sc/decos03_features.sc,SCID_statue,,1,1,,999,,,,,,TID_DECO_PIGRIDER_DESCRIPTION,TID_DECO_PIGRIDER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,,,
LVL 50 Reward,,,,,1,0,,sc/decos03_features.sc,statue_greg,,1,1,,999,,,,,,TID_DECO_LEVEL50_DESCRIPTION,TID_DECO_LEVEL50,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
LVL 150 Reward,,,,,1,0,,sc/decos03_features.sc,fountain_duck,,2,2,,999,,,,,,TID_DECO_LEVEL150_DESCRIPTION,TID_DECO_LEVEL150,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
LVL 200 Reward,,,,,1,0,,sc/decos03_features.sc,painting_pig,,2,1,,999,,,,,,TID_DECO_LEVEL200_DESCRIPTION,TID_DECO_LEVEL200,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
LVL 250 Reward,,,,,1,0,,sc/decos03_features.sc,puppet_theater,,2,2,,999,,,,,,TID_DECO_LEVEL250_DESCRIPTION,TID_DECO_LEVEL250,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
LVL 300 Reward,,,,,1,0,,sc/decos03_features.sc,statue_farm,,2,2,,999,,,,,,TID_DECO_LEVEL300_DESCRIPTION,TID_DECO_LEVEL300,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,,,
Ramadan Table,,,,,1,0,,sc/decos02_seasonal.sc,ramadan_table,,2,2,,999,,,,,,TID_DECO_RAMADAN_DESCRIPTION,TID_DECO_RAMTABLE,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Events,,,
Ramadan Tent,,,,,1,0,,sc/decos02_seasonal.sc,ramadan_tent,,2,2,,999,,,,,,TID_DECO_RAMADAN_DESCRIPTION,TID_DECO_RAMTENT,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Shop,,,
Ramadan Fountain,,,,,1,0,,sc/decos02_seasonal.sc,ramadan_fountain,,1,1,,999,,,,,,TID_DECO_RAMADAN_DESCRIPTION,TID_DECO_RAMFOUNTAIN,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Shop,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boardgame trophy Car,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_car,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_CAR,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
Boardgame trophy Balloon,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_balloon,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_BALLOON,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
Boardgame trophy Boat,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_boat,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_BOAT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
Boardgame trophy Plane,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_plane,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_PLANE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
Boardgame trophy Train,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_train,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_TRAIN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
Boardgame trophy Vespa,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_vespa,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_BOARDGAME_VESPA,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dial,,,,,1,0,,sc/decos01_generic.sc,sundial,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DECO_SUNDIAL,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Horseshoe Game,,,,,1,0,,sc/decos03_features.sc,horseshoe_game,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_HORSESHOE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Haybale Guitar,,,,,1,0,,sc/decos01_generic.sc,haybale_guitar,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_GUITAR,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Wooden Post,,,,,1,0,,sc/decos03_features.sc,wooden_post,,2,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_POST,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Haybale Round,,,,,1,0,,sc/decos01_generic.sc,haybale_round,,2,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_HAYBALE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Wagon,,,,,1,0,,sc/decos03_features.sc,wagon,,2,2,,125,,,15,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_WAGON,Buy,,,,,TapDecorationGeneric,TRUE,,,,,,TRUE,,TRUE,,,,Derby,,,
Horseshoe Gate,,,,,1,0,,sc/decos03_features.sc,horse_shoe_gate,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_HORSESHOEGATE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Water Pump,,,,,1,0,,sc/decos01_generic.sc,water_pump,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_WATERPUMP,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Scuba Helmet,,,,,1,0,,sc/decos01_generic.sc,scuba,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_SCUBAHELMET,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Flower Boots,,,,,1,0,,sc/decos01_generic.sc,flower_boots,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBOOTS,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower Box,,,,,1,0,,sc/decos01_generic.sc,flower_box,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBOX,,TRUE,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Potting Table,,,,,1,0,,sc/decos01_generic.sc,potting_table,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POTTINGTABLE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Potting Ladder,,,,,1,0,,sc/decos01_generic.sc,potting_ladder,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POTTINGLADDER,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Seeding,,,110,,1,0,,sc/decos01_generic.sc,seeding,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SEEDING,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Axe Rock,,,,,1,0,,sc/decos01_generic.sc,axe_and_rock,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_AXEROCK,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Trolley,,,,,1,0,,sc/decos01_generic.sc,mine_trolley,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_TROLLEY,,TRUE,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Miners Lunch,,,,,1,0,,sc/decos01_generic.sc,miners_lunch,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_MINERLUNCH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RainbowFlag,,,,,1,0,,sc/decos01_generic.sc,rainbow_flag,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAINBOWFLAG,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KangaroPawGrassPink,,,,,1,0,,sc/decos03_features.sc,kangaroo_paw_grass_pink,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_PAWGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra1,,,,,
RedAcacia,,,,,1,0,,sc/decos03_features.sc,red_acacia,,1,1,,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_REDACACIA,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra1,,,,,
,,,,,,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
RomanGate,,,,,1,0,,sc/decos01_generic.sc,roman_gate,,3,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FANCYARCH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Roman fountain,,,,,1,0,,sc/decos01_generic.sc,roman_fountain,,2,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FANCYFOUNTAIN,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Old tractor,,,,,1,0,,sc/decos01_generic.sc,rusty_tractor,,3,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_BLUETRACTOR,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Bath tub,,,,,1,0,,sc/decos01_generic.sc,bath_tub,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBATHTUB,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Camera obscura,,,,,1,0,,sc/decos01_generic.sc,camera,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_CAMERAOBSCURA,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Phone booth,,,,,1,0,,sc/decos01_generic.sc,phone_booth,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_PHONEBOOTH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,,,
Pumpkin scarecrow,,,,,1,0,,sc/decos02_seasonal.sc,scarecrow,,1,1,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_SPOOKYSCARECROW,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,Seasonal,,,
RedOatsGrass,,,,,1,0,,sc/decos03_features.sc,red_oats_grass,,1,1,,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_REDOATSGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra2,,,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
StarGrass,,,,,1,0,,sc/decos03_features.sc,star_grass,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_STARGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra2,,,,,
HalloweenGrave,,,,,1,0,,sc/decos02_seasonal.sc,pumpkin_grave,,1,2,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_HALLOWEENGRAVE,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,Seasonal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Table,,,,,1,0,,sc/decos02_seasonal.sc,winter_table,,1,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_WINTERTABLE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,TRUE,,,,Seasonal,,,
