Name,UnlockLevel,HappyDurationMinutes,FedDurationMinutes,Habitat,FileName,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,MaxPathLength,MaxDistanceFromHouse,MaxDistanceFromHouseHungry,Exp,Vouchers,VoucherCount,StateIdleExportName,StateIdleHungryExportName,StateIdleMinMS,StateIdleMaxMS,StateRunExportName,StateMoveExportName,StateMoveHungryExportName,StateMoveMinMS,StateMoveMaxMS,StateRunMinMS,StateRunMaxMS,Speed,HungrySpeed,RunSpeed,StateEatExportName,StateEatMinMS,StateEatMaxMS,StateSleepExportName,StateSleepMinMS,StateSleepMaxMS,TID,DescriptionTID,ReadyNotificationName,TapSound,CollectSound,BuySound,FeedSound,RandomSounds,MaxCountColumnName,SpecialDropCounterIncrease,RandomAnimationFrame,ShopOrder,AssetScale,PendingRelease
,,,,,,,,,,,,,,,cockatoo_03_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican1,20,0,360,BirdHouse,sc/animals02.sc,,,,150,10,4,40,Voucher2,1,pelican_01_idle_01,pelican_01_hungry,6000,12000,pelican_01_running,pelican_01_walking,pelican_01_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_01_eating,4000,4000,pelican_01_sleeping,8000,16000,TID_PELICAN1,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,pelican_01_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,pelican_01_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican2,20,0,360,BirdHouse,sc/animals02.sc,,,,150,10,4,40,Voucher4,1,pelican_02_idle_01,pelican_02_hungry,6000,12000,pelican_02_running,pelican_02_walking,pelican_02_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_02_eating,4000,4000,pelican_02_sleeping,8000,16000,TID_PELICAN2,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,pelican_02_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,pelican_02_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican3,20,0,360,BirdHouse,sc/animals02.sc,,,,150,10,4,40,Voucher3,1,pelican_03_idle_01,pelican_03_hungry,6000,12000,pelican_03_running,pelican_03_walking,pelican_03_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_03_eating,4000,4000,pelican_03_sleeping,8000,16000,TID_PELICAN3,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,pelican_03_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,pelican_03_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron1,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher4,1,heron_01_idle_1,heron_01_hungry,8000,8000,heron_01_run,heron_01_walk,heron_01_hungry_walk,4000,12000,2000,3000,8,6,20,heron_01_eat,4000,4000,heron_01_sleep,8000,16000,TID_HERON3,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,heron_01_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,heron_01_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron2,20,0,360,BirdHouse,sc/animals02.sc,,,120,80,10,4,40,Voucher3,1,heron_02_idle_1,heron_02_hungry,8000,8000,heron_02_run,heron_02_walk,heron_02_hungry_walk,4000,12000,2000,3000,8,6,20,heron_02_eat,4000,4000,heron_02_sleep,8000,16000,TID_HERON2,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,heron_02_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,heron_02_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron3,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher2,1,heron_03_idle_1,heron_03_hungry,8000,8000,heron_03_run,heron_03_walk,heron_03_hungry_walk,4000,12000,2000,3000,8,6,20,heron_03_eat,4000,4000,heron_03_sleep,8000,16000,TID_HERON1,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,heron_03_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,heron_03_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo1,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher4,1,flamingo_01_idle_1,flamingo_01_hungry,4000,4000,flamingo_01_run,flamingo_01_walk,flamingo_01_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_01_eat,3000,3000,flamingo_01_sleep,4000,12000,TID_FLAMINGO1,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,flamingo_01_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,flamingo_01_idle_3,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo2,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher3,1,flamingo_02_idle_1,flamingo_02_hungry,4000,4000,flamingo_02_run,flamingo_02_walk,flamingo_02_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_02_eat,3000,3000,flamingo_02_sleep,4000,12000,TID_FLAMINGO2,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,flamingo_02_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,flamingo_02_idle_3,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo3,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher2,1,flamingo_03_idle_1,flamingo_03_hungry,4000,4000,flamingo_03_run,flamingo_03_walk,flamingo_03_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_03_eat,3000,3000,flamingo_03_sleep,4000,12000,TID_FLAMINGO3,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,flamingo_03_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,flamingo_03_idle_3,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan1,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher4,1,swan_01_idle_01,swan_01_hungry,10000,10000,swan_01_run,swan_01_walk,swan_01_hungry_walk,1000,3000,2000,3000,8,6,20,swan_01_eat,4000,3000,swan_01_sleep,8000,12000,TID_SWAN1,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,,Voucher5,1,swan_01_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,swan_01_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan2,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher3,1,swan_02_idle_01,swan_02_hungry,10000,10000,swan_02_run,swan_02_walk,swan_02_hungry_walk,1000,3000,2000,3000,8,6,20,swan_02_eat,4000,3000,swan_02_sleep,8000,12000,TID_SWAN2,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,,Voucher5,1,swan_02_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,swan_02_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan3,20,0,360,BirdHouse,sc/animals02.sc,,,,80,10,4,40,Voucher2,1,swan_03_idle_01,swan_03_hungry,10000,10000,swan_03_run,swan_03_walk,swan_03_hungry_walk,1000,3000,2000,3000,8,6,20,swan_03_eat,4000,3000,swan_03_sleep,8000,12000,TID_SWAN3,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,,Voucher5,1,swan_03_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,swan_03_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pony1,52,0,360,HorseHouse,sc/animals02.sc,,,,150,8,4,80,Voucher1,1,pony01_fjord_idle,pony01_fjord_hungry,6000,6000,pony01_fjord_run,pony01_fjord_walk,pony01_fjord_hungry_walk,4800,9600,6000,12000,11,4,35,pony01_fjord_eating,4400,8800,pony01_fjord_sleeping,3800,7600,TID_PONY1,TID_HORSE_DESCRIPTION,,HorseTap,HorseTap,Buy,,,MaxPonyAmount,42,TRUE,1201,,
,,,,,,,,,,,,,Voucher2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pony2,50,0,360,HorseHouse,sc/animals02.sc,,,,150,8,4,80,Voucher1,1,pony01_shetland_idle,pony01_shetland_hungry,6000,6000,pony01_shetland_run,pony01_shetland_walk,pony01_shetland_hungry_walk,4800,9600,6000,12000,11,4,35,pony01_shetland_eating,4400,8800,pony01_shetland_sleeping,3800,7600,TID_PONY2,TID_HORSE_DESCRIPTION,,HorseTap,HorseTap,Buy,,,MaxPonyAmount,42,TRUE,1201,,
,,,,,,,,,,,,,Voucher2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaw1,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,40,Voucher4,1,macaw_01_idle_01,macaw_01_hungry,6000,6000,macaw_01_run,macaw_01_walk,macaw_01_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_01_eating,4000,3000,macaw_01_sleep,4000,12000,TID_MACAW1,TID_MACAW_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_01_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_01_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaw2,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,50,Voucher3,1,macaw_02_idle_01,macaw_02_hungry,6000,6000,macaw_02_run,macaw_02_walk,macaw_02_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_02_eating,4000,3000,macaw_02_sleep,4000,12000,TID_MACAW2,TID_MACAW_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_02_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_02_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaw3,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,60,Voucher2,1,macaw_03_idle_01,macaw_03_hungry,6000,6000,macaw_03_run,macaw_03_walk,macaw_03_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_03_eating,4000,3000,macaw_03_sleep,4000,12000,TID_MACAW3,TID_MACAW_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_03_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_03_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog4,25,0,360,DogHouse,sc/animals.sc,,,95,150,1000,3,60,Voucher1,1,dog01_malamute_idle01,dog01_malamute_hungry_idle01,1800,9000,dog01_malamute_run01,dog01_malamute_walk01,dog01_malamute_hungry_walk01,1600,4800,1600,4800,20,5,40,dog01_malamute_eating01,2000,9000,dog01_malamute_sleeping01,2700,8100,TID_DOG4,TID_DOG_DESCRIPTION,,HuskyTap,HuskyTap,Buy,,HuskyIdle,MaxDogAmount,28,TRUE,200,,
,,,,,,,,,,,,,,,dog01_malamute_idle02,,1800,,,dog01_malamute_walk02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,dog01_malamute_idle03,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog5,24,0,360,DogHouse,sc/animals.sc,,,95,150,1000,3,60,Voucher3,1,dog01_husky_idle01,dog01_husky_hungry_idle01,1800,9000,dog01_husky_run01,dog01_husky_walk01,dog01_husky_hungry_walk01,1600,4800,1600,4800,20,5,40,dog01_husky_eating01,2000,9000,dog01_husky_sleeping01,2700,8100,TID_DOG5,TID_DOG_DESCRIPTION,,HuskyTap,HuskyTap,Buy,,HuskyIdle,MaxDogAmount,34,TRUE,300,,
,,,,,,,,,,,,,Voucher4,1,dog01_husky_idle02,,1800,,,dog01_husky_walk02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,dog01_husky_idle03,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puppy4,40,0,360,PuppyHouse,sc/animals02.sc,,,120,50,5,3,50,Voucher1,1,puppy_husky_idle01,puppy_husky_hungry,12000,12000,puppy_husky_running,puppy_husky_walking,puppy_husky_hungry_walking,3000,4000,3000,4000,6,4,25,puppy_husky_eating,2000,3000,puppy_husky_sleeping,4500,9000,TID_PUPPY4,TID_PUPPY_DESCRIPTION,,HuskyTap,HuskyTap,Buy,,HuskyIdle,MaxPuppyAmount,29,FALSE,420,,
,,,,,,,,,,,,,Voucher2,1,puppy_husky_idle02,,13000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,puppy_husky_idle03,,2000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,puppy_husky_idle04,,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puppy5,50,0,360,PuppyHouse,sc/animals02.sc,,,120,50,5,3,60,Voucher1,1,puppy_malamute_idle01,puppy_malamute_hungry,12000,12000,puppy_malamute_running,puppy_malamute_walking,puppy_malamute_hungry_walking,3000,4000,3000,4000,6,4,25,puppy_malamute_eating,2000,3000,puppy_malamute_sleeping,4500,9000,TID_PUPPY5,TID_PUPPY_DESCRIPTION,,HuskyTap,HuskyTap,Buy,,HuskyIdle,MaxPuppyAmount,29,FALSE,420,,
,,,,,,,,,,,,,Voucher2,1,puppy_malamute_idle02,,13000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,puppy_malamute_idle03,,2000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,puppy_malamute_idle04,,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca1,34,0,360,AlpacaHouse,sc/animals05.sc,,,,200,50,2,60,Voucher1,1,alpaca01_huacaya_idle_1,alpaca01_huacaya_hungry,7900,11600,alpaca01_huacaya_run,alpaca01_huacaya_walk,alpaca01_huacaya_hungry_walk,6000,12000,8000,15000,11,4,55,alpaca01_huacaya_eating,4000,8000,alpaca01_huacaya_sleeping,3000,9000,TID_ALPACA1,TID_ALPACA_DESCRIPTION,,AlpacaTap,AlpacaTap,Buy,,,MaxDonkeyAmount,20,TRUE,1250,85,
,,,,,,,,,,,,,Voucher2,1,alpaca01_huacaya_idle_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,alpaca01_huacaya_idle_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca2,44,0,360,AlpacaHouse,sc/animals05.sc,,,,200,50,2,60,Voucher1,1,alpaca02_suri_idle_1,alpaca02_suri_hungry,7900,11600,alpaca02_suri_run,alpaca02_suri_walk,alpaca02_suri_hungry_walk,2000,3000,2000,3000,11,4,55,alpaca02_suri_eating,8400,8400,alpaca02_suri_sleeping,3000,9000,TID_ALPACA2,TID_ALPACA_DESCRIPTION,,AlpacaTap,AlpacaTap,Buy,,,MaxDonkeyAmount,20,FALSE,1250,85,
,,,,,,,,,,,,,Voucher2,1,alpaca02_suri_idle_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,alpaca02_suri_idle_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cria1,34,0,360,AlpacaHouse,sc/animals05.sc,,,,200,50,2,25,Voucher1,1,baby_alpaca01_idle_1,baby_alpaca01_hungry,7000,14000,baby_alpaca01_run,baby_alpaca01_walk,baby_alpaca01_hungry_walk,2000,4000,700,1400,11,4,55,baby_alpaca01_eating,6000,8000,baby_alpaca01_sleeping,3000,13000,TID_CRIA1,TID_CRIA_DESCRIPTION,,AlpacaTap,AlpacaTap,Buy,,,MaxDonkeyAmount,20,TRUE,1250,,
,,,,,,,,,,,,,Voucher2,1,baby_alpaca01_idle_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cria2,34,0,360,AlpacaHouse,sc/animals05.sc,,,,200,50,2,35,Voucher1,1,baby_alpaca02_idle_1,baby_alpaca02_hungry,7000,14000,baby_alpaca02_run,baby_alpaca02_walk,baby_alpaca02_hungry_walk,2000,4000,700,1400,9,4,55,baby_alpaca02_eating,6000,8400,baby_alpaca02_sleeping,3000,13000,TID_CRIA2,TID_CRIA_DESCRIPTION,,AlpacaTap,AlpacaTap,Buy,,,MaxDonkeyAmount,20,FALSE,1250,,
,,,,,,,,,,,,,Voucher2,1,baby_alpaca02_idle_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwi1,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,40,Voucher4,1,macaw_01_idle_01,macaw_01_hungry,6000,6000,macaw_01_run,macaw_01_walk,macaw_01_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_01_eating,4000,3000,macaw_01_sleep,4000,12000,TID_KIWI1,TID_KIWI_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_01_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_01_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwi2,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,50,Voucher3,1,macaw_02_idle_01,macaw_02_hungry,6000,6000,macaw_02_run,macaw_02_walk,macaw_02_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_02_eating,4000,3000,macaw_02_sleep,4000,12000,TID_KIWI2,TID_KIWI_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_02_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_02_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwi3,20,0,360,BirdHouse,sc/animals02.sc,,,,150,20,4,60,Voucher2,1,macaw_03_idle_01,macaw_03_hungry,6000,6000,macaw_03_run,macaw_03_walk,macaw_03_walk_hungry,4000,12000,2000,3500,9,4,20,macaw_03_eating,4000,3000,macaw_03_sleep,4000,12000,TID_KIWI3,TID_KIWI_DESCRIPTION,,ParrotTap,ParrotTap,Buy,,ParrotIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,,Voucher5,1,macaw_03_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,macaw_03_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedgehog1,40,0,360,HedgehogHouse,sc/animals.sc,,,130,80,25,4,80,Voucher1,1,hedgehog01_brown_idle01,hedgehog01_brown_hungry,6000,12000,hedgehog01_brown_run,hedgehog01_brown_walk,hedgehog01_brown_hungry_walk,2000,3500,1500,2500,6,3,12,hedgehog01_brown_eating,5000,9500,hedgehog01_brown_sleeping,3000,9000,TID_HEDGEHOG1,TID_HEDGEHOG_DESCRIPTION,,GuineaPigTap,GuineaPigTap,Buy,,,MaxHedgehog1Amount,20,TRUE,700,85,
,,,,,,,,,,,,,Voucher2,1,hedgehog01_brown_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,hedgehog01_brown_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedgehog2,84,0,360,HedgehogHouse,sc/animals.sc,,,130,80,25,4,80,Voucher1,1,hedgehog02_blue_idle01,hedgehog02_blue_hungry,6000,12000,hedgehog02_blue_run,hedgehog02_blue_walk,hedgehog02_blue_hungry_walk,2000,3500,1500,2500,6,3,12,hedgehog02_blue_eating,5000,9500,hedgehog02_blue_sleeping,3000,9000,TID_HEDGEHOG2,TID_HEDGEHOG_DESCRIPTION,,GuineaPigTap,GuineaPigTap,Buy,,,MaxHedgehog2Amount,20,TRUE,700,85,
,,,,,,,,,,,,,Voucher2,1,hedgehog02_blue_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,hedgehog02_blue_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoglet1,55,0,360,HedgehogHouse,sc/animals05.sc,,,130,80,8,4,80,Voucher1,1,baby_hedgehog01_brown_idle01,baby_hedgehog01_brown_hungry,6000,12000,baby_hedgehog01_brown_run,baby_hedgehog01_brown_walk,baby_hedgehog01_brown_hungry_walk,2000,3500,1500,2500,6,3,12,baby_hedgehog01_brown_eating,5000,9500,baby_hedgehog01_brown_sleeping,3000,9000,TID_HOGLET1,TID_HOGLET_DESCRIPTION,,GuineaPigTap,GuineaPigTap,Buy,,,MaxHoglet1Amount,20,TRUE,700,85,
,,,,,,,,,,,,,Voucher2,1,baby_hedgehog01_brown_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,baby_hedgehog01_brown_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoglet2,90,0,360,HedgehogHouse,sc/animals05.sc,,,130,80,8,4,80,Voucher1,1,baby_hedgehog02_blue_idle01,baby_hedgehog02_blue_hungry,6000,12000,baby_hedgehog02_blue_run,baby_hedgehog02_blue_walk,baby_hedgehog02_blue_hungry_walk,2000,3500,1500,2500,6,3,12,baby_hedgehog02_blue_eating,5000,9500,baby_hedgehog02_blue_sleeping,3000,9000,TID_HOGLET2,TID_HOGLET_DESCRIPTION,,GuineaPigTap,GuineaPigTap,Buy,,,MaxHoglet2Amount,20,TRUE,700,85,
,,,,,,,,,,,,,Voucher2,1,baby_hedgehog02_blue_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher3,1,baby_hedgehog02_blue_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Voucher4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
