Name,IntValue,StringValue,BooleanValue
ShopSectorLeftSpace,14,,
ShopSectorRightSpace,24,,
ModalChecksSmallScreen,,,TRUE
FarmPassHatsOnAllGregsAnimal,,,FALSE
FarmPassHatsOnSomeGregsAnimal,,,TRUE
EndMoveModeCrashFix2023,,,TRUE
FarmPassHelpButtonHitAreaFix,,,TRUE
FreeBoosterActivationSlot,,,TRUE
TimeCutDoneTooltip,,,TRUE
TimeCutStartedWithDelay,,,TRUE
FailPopupNoSlideSupportWhenOnlyOneIcon,,,TRUE
InventoryVisibleDurationMS,3000,,
InventoryFadeInDurationMS,200,,
InventoryFadeOutDurationMS,500,,
BuildingConstructionFloaterTextsOnTopOfHUD,,,TRUE
BlockTooltipIfNotTopMenu,,,TRUE
DontAddSCIDPackagesToBilling,,,TRUE
HelpCarOrderAvailableEvenWithoutCar,,,TRUE
ChatStreamReportButton,,,TRUE
AttributionMessageYoungPlayerCheck,,,FALSE
TimeUtilUnbreakableSpace,,,TRUE
SmallScreenHidesTooltips,,,TRUE
ServerChecksCoinsInNHCreate,,,TRUE
BirthdayTasksIgnorePendingProducts,,,TRUE
FarmPassTasksIgnorePendingProducts,,,TRUE
BirthdayTasksCanBeRefreshed,,,FALSE
HideCustomEventUIUntilDownloadComplete,,,TRUE
EnableClientTimeSpentRSS,,,TRUE
EnableClientTimeSpentNewspaper,,,TRUE
EnableClientTimeSpentValley,,,TRUE
ChronosEventProgressedDerby,,,TRUE
ChronosEventProgressedFarmPass,,,TRUE
ChronosEventProgressedBirthday,,,TRUE
ChronosEventParticipateBirthday,,,TRUE
ChronosEventParticipateFarmPass,,,TRUE
ChronosEventParticipateShopOffers,,,TRUE
ChronosEventParticipateCalendarGifts,,,TRUE
ChronosEventBirthdayTask,,,TRUE
ChronosEventBirthdayTaskForActions,,select;collect;discard;speedUp;renew;failed,
ChronosEventBirthdayReward,,,TRUE
ChronosEventBirthdayShowTaskTooltipWhenAnotherTaskHasExpired,,,FALSE
InventoryNegativeItemsCheckInClient,,,TRUE
ResourceGainedEventForGlobalIDs,,1900000;1900003;1900212,
ResourceGainedEventForDataTableTypes,,271;341,
ResourceSpentEventForGlobalIDs,,1900212,
ResourceSpentEventForDataTableTypes,,341,
ResourceGainedEventDisabledForTags,,5;9;104;105;115;118;253,
ShowBuyDiamondsScrollsToDiamonds,,,TRUE
GiftRollRandomSeedFix,,,TRUE
ShowReEngagementFlowEvenIfTimeIsOut,,,TRUE
BirthdayTasksAvoidDuplicateCurrentTasks,,,TRUE
VideoAdAvailableCheckTime,750,,
DiamondsAddedCommandWithoutServerTrip,,,TRUE
IgnoreEmptyExpansionAreas,,,TRUE
DecisionBoxExpansionConnectivityFix,,,TRUE
PersonalTrainMaintenanceTimerAccurate,,,TRUE
BuilderFloatFix,,,TRUE
InterpolateMovieClipsTo60fps,,,TRUE
ShopFilterIncludesExportNameAndTID,,,FALSE
ShopFilterIncludesTheme,,,TRUE
RoadsideShopPurchaseSSEForAllItems,,,TRUE
SanctuaryAnimalPathfindFix,,,TRUE
EventDownloadSha1Checks,,,TRUE
EventLeaderboardPlayerVisitEnabled,,,TRUE
EventDownloadQueueUpdateIntervalMS,1000,,
BirthdayTasksSelectRenewedTask,,,TRUE
BirthdayTasksCantStartTaskIfAnotherTaskIsFailed,,,TRUE
BirthdayTaskEventTaskCompleteNotice,,,TRUE
EventLeaderboardRefreshFrequency,300,,
EventLeaderboardEndNotice,,,TRUE
EventLeaderboardRankUpNotice,,,TRUE
EventLeaderboardRankDownNotice,,,TRUE
EventLeaderboardNotifyOnlyOnRewardTierChange,,,TRUE
EventLeaderboardBoundsWidth,960,,
EventLeaderboardBoundsHeight,540,,
EventBoardShowOnlyActiveEvents,,,FALSE
BoosterUIStacking,,,TRUE
HeavierFishBoosterGameModeFix,,,TRUE
ReleaseGameAssetsBetweenModes,,,TRUE
TextWhenTryingToHelpWithLockedBoatCrate,,,TRUE
TutorialConfirmButtonAppearTimeMS,3000,,
TutorialAnimationNeedsToComplete,,,TRUE
BoosterHUDTopPanelMinMargin,20,,
BoosterHUDTopPanelMinMarginMobile,15,,
TaskEventLeaderboardScrollDurationMS,1000,,
BoostersHUDOverlayStreamsHUD,,,TRUE
ExpiredSeasonalGoodsBoatOrderFix,,,TRUE
IdleNoticeForClaimableTaskEventRewards,,,FALSE
NewspaperWaitThingy,,,TRUE
UpdatePrevKnownEventLeaderboardRanksWhenRankingUp,,,TRUE
FirebaseSDK,,,TRUE
NewTermsOfServiceText,,,TRUE
CloseMapGameHUDWhenEventOver,,,TRUE
ResetMapGameQuestsWhenEventOver,,,TRUE
MapGameOnlySavesPreviousAndCurrentEventData,,,TRUE
SpellFactoryVoucherPopupImageURL,,https://game-assets.haydaygame.com/static/spellfactory/sf_rewards_claim_web_8x8.ktx,
ShowTaskEventInValley,,,FALSE
ShowSeasonalCurrencyInValley,,,FALSE
DefaultDownscaleIfCompressedFormatNotSupported,,,TRUE
EditModeMoveDelayFix,,,TRUE
EditModeTempObjectCoordinateBeforeAddingToTiles,,,TRUE
SpaceInFarmPassNumbers,,,FALSE
FasterBoatBoosterFix,,,TRUE
ShopMenuButtonDuplicationFix,,,FALSE
DerbyBuyExtraTaskOutOfSyncFix,,,TRUE
DerbySpeedUpTaskOutOfSyncFix,,,TRUE
BoostersFromGiftsSkipPendingSlots,,,TRUE
BoostersFromGiftsUseStorageSpace,,,FALSE
AttributionMessageATTCheck,,,TRUE
CleanupLogicPendingPurchasesOlderThanSeconds,300,,
ProcessingBuildingsBoosterTimerFix,,,TRUE
BoatCrateRewardsAnimationFix,,,TRUE
DataGainedBoostTextOnlyWhenXP,,,TRUE
CatalogueSpeedUpDiamondSpendOverUI,,,TRUE
ShowCollectedProcessingBuildingGoodsBoosted,,,TRUE
MaxTooltipTextFieldHeightTablet,600,,
MaxTooltipTextFieldHeightMobile,200,,
InstantSeasonalCatalogueGiftDelivery,,,TRUE
ShowCountyFairInValley,,,FALSE
CountyFairStreakAnimationDelayMS,125,,
CountyFairStreakScrollDurationMS,300,,
CountyFairStreakInitialScrollWaitDurationMS,1000,,
CountyFairStreakInitialScrollDurationMS,1000,,
CountyFairDailyStreakAchievedNotification,,,TRUE
CountyFairEventStreakAchievedNotification,,,TRUE
CountyFairEventEndedNotification,,,TRUE
CountyFairBasketTrashConfirmationEnabled,,,FALSE
YarnTrackPointsPerSegment,25,,
BlockEmojisNeighborhoodName,,,FALSE
BlockEmojisNeighborhoodDescription,,,FALSE
BlockEmojisNeighborhoodExtraInfo,,,FALSE
BlockEmojisNeighborhoodSearch,,,FALSE
BlockEmojisPlayerName,,,FALSE
BlockEmojisPetName,,,FALSE
BlockEmojisEditModeLayoutName,,,FALSE
FieldHudTestVersion,,,TRUE
FieldHudMaxPageIndicators,4,,
DailyTasksPatchDiamondPrice,6,,
DailyTasksStreakEnabled,,,FALSE
DailyTasksCloseByModalTap,,,FALSE
DailyTasksBetaVisible,,,TRUE
DailyTasksSinglePatchDiamondPrice,4,,
DailyTasksMaxPatchCount,15,,
DailyTasksMaxMissDays,15,,
DailyTasksBoxGivePatchesIfUnder,2,,
DailyTasksMinStreakFixDays,0,,
DailyTasksPatchesAtStart,2,,
EventLeaderboardClientSideScoreFix,,,TRUE
IgnoreEventLeaderboardListMessageIfScoreHasChanged,,,TRUE
GiftConfirmationDoubleTapDiamondConfirmation,,,TRUE
SavePetsToAvatarData,,,TRUE
SaveProcessingBuildingsToAvatarData,,,TRUE
SaveAnimalsToAvatarData,,,TRUE
AddResourcesVisuallyDiamondAddedCommand,,,TRUE
AddResourcesVisuallyDeliverGoodsCommand,,,TRUE
AddResourcesVisuallyBuyGoodsWithDiamondsCommand,,,TRUE
AddResourcesVisuallySpinWheel,,,TRUE
RequestRecommendedNeighborhoodsWithEmptyInputInSearchGUI,,,TRUE
UseUsercentrics,,,TRUE
UsercentricsIOSKey,,Jah5xrYlpLDtJo,
UsercentricsAndroidKey,,dc3QBDq1t3Dtdk,
VoucherUIAnalyticsEvent,,,TRUE
ConsentPopupAnalyticsEvent,,,TRUE
UseAppsflyerAttribution,,,TRUE
AppsflyerAttributionIOSKey,,506627515,
ConsentKeysForAds,,9dchbL797,
,,hpb62D82I,
ConsentKeyForFirebase,,42vRvlulK96R-F,
AllowAppsflyerAttributionForYoungPlayers,,,FALSE
AllowFirebaseForYoungPlayers,,,FALSE
ConsentKeyForAppsflyer,,Gx9iMF__f,
UseCurrencyForShopOfferDiscountCalculation,,,TRUE
AppsflyerAttributionAndroidKey,,com.supercell.hayday,
LoadGameObjectAvatarDataOutsideOfHome,,,TRUE
DecoStickerBookBetaVisible,,,TRUE
TextureStreamingEnabled,,,TRUE
TextureStreamingInflightLoadCount,3,,
TextureStreamingUnloadThreshold,580,,
ShowGooglePlayPopup,,,FALSE
ShopBadgesInLogic,,,TRUE
MaxShopBadgeCount,999,,
ShopScrollToTopWhenChangingCategory,,,FALSE
ShopSaveLastScrollPositionForSeconds,10,,
DecoShopFilterDropdown,,,FALSE
EnableDecoShopInFishing,,,FALSE
NewDecoShopCategoryAllFilters,,All;FencePath;Nature;Modular;Sanctuary;Coin;Diamond,
NewDecoShopCategoryStorageFilters,,All;FencePath;Nature;Modular;Sanctuary;Valley;Special,
NewDecoShopSkipFiltersIfEmpty,,Valley;Sanctuary,
NewDecoShopSkipFiltersIfEmptyInDecoEvent,,Valley;Sanctuary;Modular,
NewDecoShopSkipAllEmptyFiltersInStorageCategory,,,TRUE
NewDecoShopCategorySeasonalFilters,,All;FencePath;Nature;Special,
NewDecoShopSorting,,,TRUE
ActiveSeasonalDecosOnTop,,,TRUE
NewestDecosOnTop,,,TRUE
SeasonalDecoShopBadges,,,TRUE
AlwaysLoadCountyFairUI,,,FALSE
AlwaysLoadTaskEventUI,,,FALSE
IgnoreTagsWhenReceivingNewDecos,,1,
RoadsideShopAllowSellingLockedItems,,,TRUE
FarmPassOfferCheckIfAlreadyOwned,,,TRUE
RecreateShopAfterLastStoredItemPlaced,,,FALSE
DecoStickerBookViewSSE,,,TRUE
DecoStickerBookConvertExpiredSeasonalCurrencyRewards,,,TRUE
ShowFarmNameInRoadsideShop,,,TRUE
UseFarmNameEverywhere,,,TRUE
RoundShopCoinsToSignificantDigits,,,TRUE
SeasonalGiftCatalogueInfoEnabled,,,TRUE
ClientLoadingFunnelMessageEnabled,,,TRUE
ClientLoadingFunnelMessageAfterEachStep,,,TRUE
CountyFairStreakButtonPulsing,,,TRUE
TextFieldUseDesignBaseline,,,TRUE
FastLoadingForNonASTCDevices,,,TRUE
ShowLockedResourcesInSilo,,,TRUE
BuyingFromEditModeEnabled,,,TRUE
BuyObjectCommandSelectOnlyBuildings,,,FALSE
EditModeShopScaleMobile,85,,
EditModeShopScaleTablet,85,,
EditModeScaleMobile,70,,
EditModeScaleTablet,100,,
EditModeKeepShopOpenWhenPlacing,,,TRUE
EditModeEraseBySwipe,,,TRUE
EditModeFastLayoutValidation,,,TRUE
ShowModularDecoStorageCountAlways,,,TRUE
RoadSideShopDailyCollectionToolLimitLevels,80,1,
,80,20,
,80,40,
EventLeaderboardScrollPositionsBeforePlayer,10,,
AllowPlacingPetsOverHabitats,,,TRUE
MoveIsoObjectFloaterTextsToHUDLayer,,,TRUE
CollectProductsFromLinks,,,FALSE
BoostersFromSpinTheWheelIgnoreCapacity,,,TRUE
EvergreenOfferSyle,0,,
EditModeOpenedClosedSSE,,,TRUE
EditModeCopyLayoutSSE,,,TRUE
EditModeEditLayoutSSE,,,TRUE
EditModeActiveLayoutSetSSE,,,TRUE
EditModeCheckInfoSSE,,,TRUE
EditModeDiscardChangesSSE,,,TRUE
EditModeRecoverChangesSSE,,,TRUE
SoilUiUsedAnalyticsMessage,,,TRUE
SoilOfferImpressionAnalyticsMessage,,,TRUE
SoilInfoClosedAnalyticsMessage,,,TRUE
EditModeStartEditSSE,,,TRUE
LayoutStoreObjectCommandVisualFeedback,,,TRUE
DecoEventFeaturingRefreshSeconds,120,,
DecoEventDesignsPerCategory,10,,
DecoEventReportingSendsImage,,,TRUE
DecoEventReportingImageWidth,864,,
DecoEventReportingImageHeight,488,,
DecoEventReportingImageJpegQuality,50,,
NewspaperRefreshDiamondPrice,2,,
NewspaperRefreshDiamondEnabled,,,FALSE
MaxDebugEndClientTurnMessageSizeKb,128,,
PruneMaxedOutPuzzlePieces,,,TRUE
EditModeValidateInventoryObjects,,,TRUE
EditModeModularDecoFix,,,FALSE
EditModeSmallerMoveArea,,,TRUE
StartOfferPurchaseCommandBillingPackageFixSummer2024,,,TRUE
ShopDailyGiftUsesBigIcons,,,TRUE
EditModeEraserUndo,,,TRUE
EditModeEraserUndoStaysInMemory,,,TRUE
FrozenHUDResourceCountFix,,,TRUE
PruneMaxedOutPuzzlePiecesForBoats,,,FALSE
DerbyThresholdRewardsFix,,,TRUE
IsoObjectAlwaysVisibleGlobalIDs,,301415;5600000;5600001;5800000;10700000;10700001;13700000;15400000;15400001;17800000,
GameobjectCullingEnable,,,TRUE
GameobjectCullingPaddingLeft,300,,
GameobjectCullingPaddingTop,300,,
GameobjectCullingPaddingRight,300,,
GameobjectCullingPaddingBottom,300,,
GameobjectCullingFishingEnable,,,TRUE
GameobjectCullingFishingPaddingLeft,1000,,
GameobjectCullingFishingPaddingTop,600,,
GameobjectCullingFishingPaddingRight,600,,
GameobjectCullingFishingPaddingBottom,600,,
GameobjectCullingTownEnable,,,TRUE
GameobjectCullingTownPaddingLeft,300,,
GameobjectCullingTownPaddingTop,300,,
GameobjectCullingTownPaddingRight,300,,
GameobjectCullingTownPaddingBottom,300,,
GameobjectCullingDecoCanvasEnable,,,TRUE
GameobjectCullingDecoCanvasPaddingLeft,300,,
GameobjectCullingDecoCanvasPaddingTop,300,,
GameobjectCullingDecoCanvasPaddingRight,300,,
GameobjectCullingDecoCanvasPaddingBottom,300,,
UpdateDecoFencesEveryFrame,,,FALSE
PhotoModeSSE,,,TRUE
ManageObjectSSE,,,TRUE
CancelledTouchCancelsMove,,,TRUE
StartFarmPassAutomatically,,,TRUE
ModularDecoIconFix2024,,,TRUE
EventDownloadQueueAlwaysClearUnusedFilesOnlyOnce,,,TRUE
FarmPassEarlyBirdOfferInShopOfferList,,,FALSE
ShopOpenCategoryWithBadges,,,TRUE
ShopOpenCategoryWithBadgesAlways,,,TRUE
ChronosDownloadFailedNativeDialog,,,TRUE
TempShopObjectDisabledClickedFunction,,,TRUE
TempShopObjectKeepSelectionWhenClicked,,,TRUE
AddFarmPassToInventoryInDiamondsAddedCommand,,,TRUE
AllowPhotoModeInAllStates,,,TRUE
DisableScrollAreaInCloudState,,,FALSE
DecoEventBannerNotificationNewLikes,,,TRUE
DecoEventBannerNotificationPhaseChange,,,TRUE
DecoEventBannerNotificationFeatured,,,TRUE
DecoEventBannerNotificationSubmissionDeadline,,,TRUE
DecoEventIntroMobileUIScale,70,,
DecoEventIntroStepsEnabled,,,TRUE
DecoEventIntroArrowOffsetX,0,,
DecoEventIntroArrowOffsetY,-80,,
DecoEventDuplicatesObjects,,,TRUE
DecoEventCanResubmit,,,TRUE
DecoEventCanSubmitDuringVoting,,,TRUE
EventMinimumVisibleEndGapHours,12,,
FarmPassNotificationDeeplinkEnabled,,,FALSE
DerbyNotificationDeeplinkEnabled,,,FALSE
AchievementsNotificationDeeplinkEnabled,,,FALSE
BirthdayTaskNotificationDeeplinkEnabled,,,FALSE
NeighborhoodNotificationDeeplinkEnabled,,,FALSE
CountyFairNotificationDeeplinkEnabled,,,FALSE
TaskEventNotificationDeeplinkEnabled,,,FALSE
ValleyNotificationDeeplinkEnabled,,,FALSE
ExpLevelThresholdNotificationDeeplinkEnabled,,,FALSE
SanctuaryAnimalNotificationDeeplinkEnabled,,,FALSE
EventDownloadQueueRemoveBrokenFiles,,,TRUE
EventDownloadQueueSha1OnExistingFiles,,,TRUE
BuyDiamondOpenedClosedSSE,,,TRUE
TimeCutTooltipOpenedCloseSSE,,,TRUE
SoilAdsInteractionAnalyticsMessage,,,TRUE
MovieTicketOpenedClosedSSE,,,TRUE
EditModeModularDecoCountFromInventory,,,TRUE
ShopModularDecoCountFromInventory,,,TRUE
BuyObjectCommandModularDecoFix,,,TRUE
RenderToTextureSpriteForcedRenderCount,1,,
RenderToTextureSpriteForcedRenderCount_ANDROID,1,,
AutoLeavingTownPassengers,,,TRUE
AutoLeavingPassengersThreshold,50,,
MaxUpdateSecondsAfterHibernate,120,,
EditModeBringBackShopAfterBrush,,,FALSE
MovieTicketManagerRemoveSeasonalGoods,,,TRUE
ReconnectIfEndClientTurnSendingFails,,,TRUE
DecoEventCanvasBackgroundAsset,,sc/deco_event_background.sc,
ShowActiveCalendarGiftEventsInGregFriendItem,,,TRUE
ShowAvailableCalendarGiftPipInGregFriendItem,,,TRUE
ShowAvailableCalendarGiftPipInFriendsButton,,,TRUE
NewsPopupCheckedOnlyOnce,,,TRUE
UpdateGregNameInClient,,,TRUE
LogicCollectHelperAreaCommandCheckDataUnlocked,,,FALSE
IsoFloaterTextImprovedBoundsChecks,,,TRUE
BalancesVisibleWhenDraggingShopObject,,,TRUE
CheckMaxValleyFuelCountInHUDResourceCount,,,TRUE
MysteryBoxEventsUISSE,,,TRUE
NamePopupSCIDLoginLink,,,TRUE
NamePopupSCIDLoginLinkDisableKeyboardActivation,,,TRUE
NewsPopupCanAppearAfterLevelUp,,,FALSE
CheckItemUnlocksInTLOs,,,TRUE
MaxGachaCurrency,2000,,
GachaHistoryDays,90,,
EnableGachaCurrencyNotifications,,,TRUE
DisconnectAfterAdsVideoHibernateCallbackEnabled,,,FALSE
RewardSetDataAlwaysFallbackReward,,,TRUE
BuyGoodsWithDiamondsCommandCheckPurchaseType,,,TRUE
OpenFriendBarUIEventEnabled,,,TRUE
GregFarmVisitUIEventEnabled,,,TRUE
DecoEventPhotoAlbumOpenedSSE,,,TRUE
DecoEventFeatureOpenedSSE,,,TRUE
DecoEventShopOpenedSSE,,,TRUE
DecoEventInfoOpenedSSE,,,TRUE
DecoEventFeatureImageURL,,http://game-assets.haydaygame.com/static/unlock_images/unlock_deco_event_950x520.png,
DecoEventBannerNotificationGapSeconds,10,,
SpinWheelOpenSSE,,,TRUE
DecoEventNotificationDeeplinkEnabled,,,TRUE
NewsPopupOpenedClosedSSE,,,TRUE
ConfirmationDialogOpenedClosedSSE,,,TRUE
FixBrokenGathererNests,,,TRUE
TermsOfServicePopupEnabled,,,TRUE
TermsOfServiceVersion,2,,
MaxLogicUpdateSeconds,0,,
EventDownloadQueueRemoveUnusedFiles,,,TRUE
DecoEventHideBorderForPreviewAndVoting,,,FALSE
DecoEventPhotoAlbumMaxPinned,2,,
DecoEventPhotoAlbumMaxHidden,4,,
DecoEventCloseupViewRegionScale,130,,
DecoEventCloseupMinZoom,90,,
DecoEventCloseupMaxZoom,150,,
EventBoardUISSE,,,TRUE
GlobalEventUISSE,,,TRUE
PreviousGlobalEventUISSE,,,TRUE
InboxUISSE,,,TRUE
InboxClickNewsUISSE,,,TRUE
BarnOrSiloFullUISSE,,,TRUE
HudUseUISSE,,,TRUE
JapanNoticeText,,資金決済に基づく表示,
JapanNoticeURL,,https://supercell.com/en/japan-notice/,
ResetRoadSideShopCountersFix,,,TRUE
LumberjackOfferInCooldownBlocksTLO,,,FALSE
CatalogueGiftUIFallbackRewardFix,,,TRUE
SeasonalCatalogueGiftsCanBeRefreshed,,,TRUE
EarlyRSSServerValidation,,,TRUE
LoadEditModeDataAfterLoadingHome,,,FALSE
LoadEditModeDataOpeningSettings,,,TRUE
LoadEditModeDataOpeningEditMode,,,FALSE
MaxGregCalendarGiftBoxNotifications,5,,
ResetSeasonalCatalogueUINotificationWhenNewGiftsAreAdded,,,TRUE
NewEventBoardOngoingEventTimerIconVisibleWhenMinutesLeft,60,,
NewEventBoardEventLiking,,,TRUE
NewEventBoardEventNotifications,,,TRUE
NewEventBoardEventSeenCashReward,10,,
NewEventBoardTooltipWithRewards,,,TRUE
TruckOrderBetterBalance,,,FALSE
ShopItemOrderDailyPackages,50,,
ShopItemOrderFarmPassPackages,20,,
ShopItemOrderChronosPackages,40,,
PulsingSeasonalCatalogueButton,,,TRUE
NotificationSettingAnalytics,,,TRUE
OptimizeSanctuaryManagerJson,,,TRUE
DeleteSeenShopIdAfterEventExpired,,,TRUE
SoilIntroTutorialAnalyticsMessage,,,TRUE
ShowInboxNewsToYoungPlayers,,,TRUE
ShowCommunityTabToYoungPlayers,,,FALSE
ShowVideosTabToYoungPlayers,,,FALSE
EventBoardDisableRewardScalingForEventTypes,,23;29;34;36;42;46,
EventBoardDefaultShownRewardCount,3,,
EventBoardDefaultCallToActionEnabled,,,TRUE
EventBoardDefaultNotifyEnabled,,,TRUE
EventBoardDisableEventEndingGenericNotificationForEventTypes,,,
EventBoardEventClaimRewardsButtonForEventTypes,,17;36;23;34,
GlobalEventParticipationFix,,,TRUE
GlobalEventThresholdRewardsServerFix,,,FALSE
RemoveTreeNextToEventBoard,,,TRUE
TutorialScrollingRandomTileOffset,,,FALSE
EventEndingNotificationDefaultMinutesBeforeEnd,60,,
HideNHRequestButtonWhenNothingToRequest,,,FALSE
FenceIconPreviewTwoPartsOnly,,,FALSE
IgnoreUnparentedShopItems,,,TRUE
ShowSkipIntroButton,,,TRUE
NeighborhoodRecommendationVersion,2,,
GlobalEventButtonInTopHudRight,,,TRUE
NewEventBoardEventPostersTappable,,,FALSE
EventBoardPosterIconsTappable,,,TRUE
FloatingHeadDefaultAspectRatio,1340,,
NewEventBoardShowTooltipByTapping,,,FALSE
NewEventBoardTooltipVerticalPos,75,,
NewEventBoardEventDescriptionScrollable,,,TRUE
NewEventBoardEventDescriptionScrollDurationMS,2500,,
NewEventBoardEventFloaterTextsFromGoButton,,,TRUE
NewEventBoardBigCollectRewardsButton,,,TRUE
NewEventBoardTownVisitorsShowGoButtonInTown,,,FALSE
HUDFloaterTextCheckNotchBounds,,,TRUE
SkipIntroButtonSSE,,,TRUE
ShowGlobalEventTaskButtonAlways,,,TRUE
ShowGlobalEventTaskButtonIdleNotice,,,TRUE
DisableEventStartAndEndNotificationsIfReminderButtonNotShown,,,TRUE
SeasonalCurrencyVisibilityFix,,,TRUE
ShowLinksInRandomProbabilityItems,,,FALSE
ShowDerbyTaskInValley,,,FALSE
DailyResetUTCHour,8,,
EnableFarmVisitorRequestDisallowList,,,FALSE
EnableFarmVisitorRequestOwnedProductionBuildingOnly,,,FALSE
EnableFarmVisitorRequestNewRewardSystem,,,FALSE
EditModeShopPriceFix,,,TRUE
GameInputMarch2025Fixes,,,TRUE
BillingMissingEventIdFix,,,TRUE
AddMissingModularDecosToModularDecoManager,,,TRUE
UseNewFarmVisitorUI,,,TRUE
UseNewFarmVisitorPeople,,,FALSE
IgnoreOnResizeIfWatchingAd,,,FALSE
FloatingHeadMaxWidthPercentage,950,,
NewMineInteraction,,,TRUE
DragRequestReviveHelp,,,TRUE
FloatingHeadMaxHeightPercentage,950,,
HayDayWrappedBannerMobileScale,70,,
UseFakeAvatarToShowEventRewardsPreview,,,TRUE
ApplyBoatCrateExpMultiplierOnNonXp,,,FALSE
CancelRssSellEnable,,,TRUE
CancelRssSellDiamondsLevel1,2,,
CancelRssSellDiamondsLevel2,10,,
CancelRssSellDiamondsLevel3,20,,
CancelRssSellThresholdLevel2,5,,
CancelRssSellThresholdLevel3,10,,
CancelRssSellCooldownDays,14,,
InitializeEventBoardEventWhenVisible,,,FALSE
FarmPassShopItemRotating,,,TRUE
ScaleSingleWordWithAutoAdjust,,,TRUE
TaskEventShowRedPipWhenTasksRefresh,,,TRUE
DecoTooltipMaxDecoScale,175,,
MaskedIconBoundsFix,,,TRUE
BirthdayTasksShowMaxCount,,,TRUE
NewEventBoardScrollAreaOnTop,,,TRUE
NewEventBoardShowPuzzleBoatRewardsUI,,,TRUE
FloatingHeadArrowXOffset,12000,,
FloatingHeadArrowYOffset,10000,,
FloatingHeadExtraSmallCharacterLimit,40,,
FloatingHeadSmallCharacterLimit,70,,
FloatingHeadMediumCharacterLimit,100,,
FloatingHeadLargeCharacterLimit,150,,
FloatingHeadExtraSmallBubbleWidth,236000,,
FloatingHeadSmallBubbleWidth,324000,,
FloatingHeadMediumBubbleWidth,349000,,
FloatingHeadLargeBubbleWidth,560000,,
FloatingHeadExtraLargeBubbleWidth,838000,,
FloatingHeadExtraSmallBubbleHeight,101000,,
FloatingHeadSmallBubbleHeight,132000,,
FloatingHeadMediumBubbleHeight,153000,,
FloatingHeadLargeBubbleHeight,153000,,
FloatingHeadExtraLargeBubbleHeight,153000,,
GameInputSelectBrokenBuildings,,,TRUE
MarkSurveySeenOnOpen,,,FALSE
MarkSurveySeenOnClose,,,TRUE
FetchSurveyMinimumIntervalSeconds,300,,
ShopEvergreensShowTitles,,,FALSE
HammermillHUDJumpFix,,,TRUE
HUDFarmPassSpecialOfferSpeechBubble,,,FALSE
PricingManagerUseLoginCountryIfEmpty,,,TRUE
ShowHighlightForQuarantinedScid,,,TRUE
BarnSiloCostScaling,,,FALSE
ShowSupercellStoreLinkInDiamondShop,,,FALSE
SupercellStoreLink,,https://store.supercell.com/hayday?utm_source=hd&utm_medium=app&utm_campaign=generic&utm_content=shop_card&sso_client_id=27AB9BD1-2E0B-4E92-B5D9-7C2E0A68D0DA,
AlternativeShopBadgeFields,,,FALSE
AlternativeShopBadgeAnimals,,,FALSE
AlternativeShopBadgeAnimalHabitats,,,FALSE
AlternativeShopBadgeProcessingBuildings,,,FALSE
ProcessingBuildingShopBadgeException,,Smelter,
ShopBadgeProcessingBuildingExceptionMaxQty,1,,
GlobalEventShowFishWeightInProgress,,,TRUE
AllowDerbySaveDataRefreshSecondsBeforeEnd,0,,
AllowDerbyCheckMissingPickedTasks,,,FALSE
SafeMarginForBottomHUDButtonsPercentage,50,,
SafeMarginForBottomHUDButtonsPercentage_ANDROID,100,,
BarnSiloUpgradeVisualisation,,,TRUE
BarnSiloUpgradeVisualisationThreshold,32,,
BarnSiloUpgradeVisualisationMinLevel,7,,
TimeUtilShortTimer,,,TRUE
HideDecoEventButtonAfterClaiming,,,FALSE
HideCountyFairButtonAfterClaiming,,,FALSE
HideTaskEvenButtonAfterClaiming,,,FALSE
QueryDerbyTasksWhenDerbyStarts,,,TRUE
BottomHUDNhObjectPriority,1,,
BottomHUDDecoEventPriority,2,,
BottomHUDDerbyPriority,3,,
BottomHUDCountyFairPriority,4,,
BottomHUDGlobalEventPriority,5,,
BottomHUDFreeNatureClearingPriority,6,,
BottomHUDMiniPassPriority,7,,
BottomHUDTaskEventPriority,8,,
BottomHUDChainEventPriority,9,,
MaxCreaturesPerGameMode,100,,
CreatureTargetSpawnRadius,2,,
MaxCreaturePathLength,100,,
DailyCreatureSpawnMinX,2,,
DailyCreatureSpawnMinY,2,,
DailyCreatureSpawnMaxX,30,,
DailyCreatureSpawnMaxY,30,,
ShowDerbyButtonWithoutTask,,,TRUE
CloseTooltipAfterTappingLink,,,TRUE
DecoEventButtonHideTimerInRewardsPhase,,,TRUE
RunLogicEventManagerTickOnlyOncePerSecond,,,TRUE
UpdateDerbyThemeUIWhenChronosEventChanges,,,TRUE
BottomHUDRightPatchSupport,,,TRUE
OutOfResourcesCommandConfusionFix,,,TRUE
ShowRSSPurchaseOverRSSBuilding,,,TRUE
FreshBeatRepeatWindow,300,,
FreshBeatVFXEnabled,,,TRUE
MinFreshBeatCropVFXIdleInterval,30,,
MaxFreshBeatCropVFXIdleInterval,90,,
MinFreshBeatCropVFXActiveInterval,60,,
MaxFreshBeatCropVFXActiveInterval,120,,
MinFreshBeatAnimalVFXIdleInterval,30,,
MaxFreshBeatAnimalVFXIdleInterval,60,,
MinFreshBeatAnimalVFXActiveInterval,60,,
